Port,Service level,TPT,Origin Port,Carrier,Order ID,Order Date,Ship ahead day count,Ship Late Day count,Customer,Product ID,Plant Code,Destination Port,Unit quantity,Weight,minm_wgh_qty,max_wgh_qty,minimum cost,rate,mode_dsc,Distance,Vehicle Used,Milage,Daily Capacity,Cost/unit,Total Years
PORT04-PORT09,DTP,2,PORT04,V444_4,1447339225,17-Jun-21,0,0,V555555555555555_29,1688589,PLANT03,PORT09,312,4.567551104,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447327240,1-May-21,0,0,V555555555555555_29,1688589,PLANT03,PORT09,356,4.567551104,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447339221,5-Jul-21,0,0,V555555555555555_29,1688589,PLANT03,PORT09,319,4.567551104,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447360784,23-Apr-21,0,0,V555555555555555_29,1688589,PLANT03,PORT09,311,4.567551104,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_2,1447339224,25-May-21,0,0,V555555555555555_29,1688589,PLANT03,PORT09,315,4.567551104,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_0,1447360775,6-Sep-21,0,0,V555555555555555_29,1688589,PLANT03,PORT09,318,4.567551104,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447327239,7-Jul-21,0,0,V555555555555555_29,1688589,PLANT03,PORT09,289,4.567551104,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447288502,28-Feb-21,0,0,V555555555555555_29,1688589,PLANT03,PORT09,313,4.567551104,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447214231,28-May-21,0,0,V555555555555555_29,1688589,PLANT03,PORT09,380,4.567551104,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447288505,24-Jan-21,0,0,V555555555555555_29,1688589,PLANT03,PORT09,366,4.567551104,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447282653,10-Jan-21,0,0,V555555555555555_29,1688589,PLANT03,PORT09,369,4.567551104,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447214237,3-Sep-21,0,0,V555555555555555_29,1688589,PLANT03,PORT09,312,4.567551104,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447288507,23-Sep-21,0,0,V555555555555555_29,1688589,PLANT03,PORT09,353,4.567551104,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447282657,17-May-21,0,0,V555555555555555_29,1688589,PLANT03,PORT09,376,4.567551104,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_2,1447327242,11-Aug-21,0,0,V555555555555555_29,1688589,PLANT03,PORT09,357,4.567551104,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTD,2,PORT04,V444_2,1447288504,2-Jun-21,0,0,V555555555555555_29,1688589,PLANT03,PORT09,364,4.567551104,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTD,2,PORT04,V444_5,1447339226,4-Sep-21,0,0,V555555555555555_29,1688589,PLANT03,PORT09,287,4.567551104,0,99.99,2.8125,0.09,GROUND,284,3,15,1013,0.233,15
PORT04-PORT09,DTD,2,PORT04,V444_2,1447214238,4-Mar-21,0,0,V555555555555555_29,1688589,PLANT03,PORT09,312,4.567551104,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_0,1447288508,6-Jan-21,0,0,V555555555555555_29,1688589,PLANT03,PORT09,294,4.567551104,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447288501,10-Jan-21,0,0,V555555555555555_29,1688589,PLANT03,PORT09,323,4.567551104,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447214236,5-Apr-21,0,0,V555555555555555_29,1688589,PLANT03,PORT09,331,4.567551104,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447360750,3-Jun-21,0,0,V555555555555555_29,1688589,PLANT03,PORT09,296,4.567551104,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_5,1447339223,24-Aug-21,0,0,V555555555555555_29,1688589,PLANT03,PORT09,382,4.567551104,0,99.99,2.8125,0.09,GROUND,284,3,15,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_0,1447282658,16-Mar-21,0,0,V555555555555555_29,1688589,PLANT03,PORT09,364,4.567551104,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTD,1,PORT04,V444_3,1447284660,24-Jun-21,5,0,V55555555555555_8,1688589,PLANT03,PORT09,294,4.567551104,,,10.815,7.1925,GROUND,284,9,10,1013,0.233,15
PORT04-PORT09,DTD,1,PORT04,V444_3,1447328156,1-Feb-21,5,0,V55555555555555_8,1688589,PLANT03,PORT09,302,4.567551104,,,10.815,7.1925,GROUND,284,9,10,1013,0.233,15
PORT04-PORT09,DTD,1,PORT04,V444_3,1447371606,12-Apr-21,5,0,V55555555555555_8,1688589,PLANT03,PORT09,328,4.567551104,,,10.815,7.1925,GROUND,284,9,10,1013,0.233,15
PORT04-PORT09,DTD,1,PORT04,V444_3,1447366451,11-Oct-21,5,0,V55555555555555_8,1688589,PLANT03,PORT09,340,4.567551104,,,10.815,7.1925,GROUND,284,9,10,1013,0.233,15
PORT04-PORT09,DTD,1,PORT04,V444_2,1447392832,11-Jan-21,0,0,V555555555555555_29,1699557,PLANT03,PORT09,1530,4.568908928,4.51,5,3.435,1.56,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_1,1447377053,26-Mar-21,0,0,V5555_33,1688290,PLANT03,PORT09,341,4.577171786,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTD,1,PORT04,V444_3,1447330382,19-May-21,5,0,V55555555555555_8,1690621,PLANT03,PORT09,358,4.578464765,,,10.815,7.1925,GROUND,284,9,10,1013,0.233,15
PORT04-PORT09,DTD,2,PORT04,V444_2,1447224384,26-Apr-21,5,0,V55555555_7,1668545,PLANT03,PORT09,834,4.58,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_4,1447265595,30-Jul-21,3,0,V55555_4,1662552,PLANT03,PORT09,1273,4.58676228,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447265531,14-Sep-21,5,0,V55555555_7,1669409,PLANT03,PORT09,766,4.586852368,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_2,1447172392,15-Feb-21,3,0,V55555_2,1651298,PLANT03,PORT09,2257,4.596727273,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_1,1447327214,23-Jun-21,3,0,V55555_4,1651298,PLANT03,PORT09,2238,4.596727273,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447183451,23-Sep-21,3,1,V555_15,1651298,PLANT03,PORT09,2312,4.596727273,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447146802,15-Jul-21,3,1,V555_15,1651298,PLANT03,PORT09,2327,4.596727273,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447300148,26-Sep-21,3,1,V555_15,1651298,PLANT03,PORT09,2326,4.596727273,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447365253,9-Mar-21,3,1,V555_15,1651298,PLANT03,PORT09,2277,4.596727273,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447265593,26-Mar-21,3,1,V555_15,1651298,PLANT03,PORT09,2302,4.596727273,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447281348,15-Aug-21,3,1,V555_15,1651298,PLANT03,PORT09,2297,4.596727273,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447183450,19-Sep-21,3,1,V555_15,1651298,PLANT03,PORT09,2282,4.596727273,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447365252,10-Sep-21,3,1,V555_15,1651298,PLANT03,PORT09,2319,4.596727273,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447196658,29-Jun-21,3,1,V555_15,1651298,PLANT03,PORT09,2263,4.596727273,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447300147,7-Sep-21,3,1,V555_15,1651298,PLANT03,PORT09,2325,4.596727273,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447389133,30-Apr-21,3,0,V555555_6,1651298,PLANT03,PORT09,2258,4.596727273,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447290061,23-Sep-21,3,0,V555555_6,1651298,PLANT03,PORT09,2278,4.596727273,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447290056,4-Sep-21,3,0,V555555_6,1651298,PLANT03,PORT09,2245,4.596727273,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447375160,28-May-21,3,0,V555555_6,1651298,PLANT03,PORT09,2270,4.596727273,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTD,1,PORT04,V444_3,1447278561,19-May-21,5,0,V55555555555555_8,1651298,PLANT03,PORT09,2287,4.596727273,,,10.815,7.1925,GROUND,284,9,10,1013,0.233,15
PORT04-PORT09,DTD,1,PORT04,V444_3,1447223762,8-Jan-21,5,0,V55555555555555_8,1651298,PLANT03,PORT09,2283,4.596727273,,,10.815,7.1925,GROUND,284,9,10,1013,0.233,15
PORT04-PORT09,DTD,1,PORT04,V444_3,1447223774,1-Jul-21,5,0,V55555555555555_8,1651298,PLANT03,PORT09,2299,4.596727273,,,10.815,7.1925,GROUND,284,9,10,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_0,1447224918,11-Aug-21,3,0,V555555_6,1660580,PLANT03,PORT09,362,4.597078289,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTD,1,PORT04,V444_3,1447317068,10-Sep-21,5,0,V55555555555555_8,1689546,PLANT03,PORT09,379,4.597526499,,,10.815,7.1925,GROUND,284,9,10,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_1,1447336247,18-Oct-21,3,0,V55555555_0,1675655,PLANT03,PORT09,819,4.6,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447149446,28-Oct-21,3,0,V55555555_0,1688824,PLANT03,PORT09,717,4.6,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447273235,15-Apr-21,3,0,V555555_6,1656839,PLANT03,PORT09,785,4.6,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTD,1,PORT04,V444_3,1447335982,28-Jan-21,5,0,V55555555555555_8,1658528,PLANT03,PORT09,724,4.6,,,10.815,7.1925,GROUND,284,9,10,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_0,1447137221,4-Oct-21,0,0,V55_13,1672670,PLANT03,PORT09,538,4.600655143,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447214233,26-Apr-21,0,0,V555555555555555_29,1682769,PLANT03,PORT09,321,4.602678909,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447214241,20-Apr-21,0,0,V555555555555555_29,1682769,PLANT03,PORT09,309,4.602678909,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447369705,30-Aug-21,3,0,V555555555_3,1682769,PLANT03,PORT09,335,4.602678909,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_2,1447335480,16-Mar-21,3,0,V555555555_3,1682769,PLANT03,PORT09,298,4.602678909,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_4,1447297185,1-May-21,3,0,V555555555_3,1682769,PLANT03,PORT09,341,4.602678909,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447325524,12-May-21,3,0,V555555555_3,1682769,PLANT03,PORT09,326,4.602678909,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447309052,6-Oct-21,3,0,V55555555_0,1692997,PLANT03,PORT09,495,4.607988764,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447313842,15-Jul-21,3,0,V55555555_0,1692997,PLANT03,PORT09,472,4.607988764,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447227097,1-Jul-21,3,0,V55555555_0,1692997,PLANT03,PORT09,446,4.607988764,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447289372,11-Apr-21,3,0,V55555555_0,1692997,PLANT03,PORT09,423,4.607988764,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447357414,7-May-21,3,0,V55555555_0,1692997,PLANT03,PORT09,484,4.607988764,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447346094,15-May-21,3,0,V55555555_0,1692997,PLANT03,PORT09,434,4.607988764,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447248524,11-Apr-21,3,0,V55555555_0,1692997,PLANT03,PORT09,444,4.607988764,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447149211,23-Apr-21,3,0,V55555555_0,1692997,PLANT03,PORT09,404,4.607988764,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447304573,24-Mar-21,0,0,V55_13,1684703,PLANT03,PORT09,614,4.611209618,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447288750,13-Apr-21,3,0,V555555_6,1685212,PLANT03,PORT09,484,4.618000586,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447355140,25-Sep-21,3,0,V555555_6,1685212,PLANT03,PORT09,442,4.618000586,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_5,1447418376,8-Oct-21,5,0,V55555555_7,1669409,PLANT03,PORT09,778,4.62,0,99.99,2.8125,0.09,GROUND,284,3,15,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_4,1447150983,19-Sep-21,0,0,V55_13,1682784,PLANT03,PORT09,293,4.631191318,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_2,1447418962,6-Jan-21,5,0,V55555555_7,1682784,PLANT03,PORT09,386,4.631191318,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_0,1447149302,17-Apr-21,3,0,V55555555_0,1668128,PLANT03,PORT09,289,4.633062383,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447296084,23-Sep-21,0,0,V55_13,1677877,PLANT03,PORT09,2235,4.636129032,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447141579,28-Oct-21,0,0,V55_13,1677877,PLANT03,PORT09,2292,4.636129032,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447396707,28-Jan-21,0,0,V55_13,1677877,PLANT03,PORT09,2309,4.636129032,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447281344,28-Jan-21,0,0,V555555555_27,1677877,PLANT03,PORT09,2233,4.636129032,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447321332,12-Apr-21,0,0,V555555555_27,1677877,PLANT03,PORT09,2262,4.636129032,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447234929,4-Mar-21,0,0,V555555555_27,1677877,PLANT03,PORT09,2301,4.636129032,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447160922,13-Apr-21,0,0,V555555555_27,1677877,PLANT03,PORT09,2295,4.636129032,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447170698,15-Sep-21,3,0,V55555_2,1688633,PLANT03,PORT09,331,4.639215373,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTD,1,PORT04,V444_3,1447168476,1-Jul-21,5,0,V55555555555555_8,1688633,PLANT03,PORT09,366,4.639215373,,,10.815,7.1925,GROUND,284,9,10,1013,0.233,15
PORT04-PORT09,DTD,1,PORT04,V444_3,1447170687,10-Jan-21,5,0,V55555555555555_8,1688633,PLANT03,PORT09,339,4.639215373,,,10.815,7.1925,GROUND,284,9,10,1013,0.233,15
PORT04-PORT09,DTD,2,PORT04,V444_2,1447413936,24-Mar-21,3,0,V5555555_22,1683200,PLANT03,PORT09,475,4.64,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_1,1447334920,9-Mar-21,0,0,V555555_24,1660885,PLANT03,PORT09,861,4.64,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447146892,23-Jun-21,0,0,V55_13,1668545,PLANT03,PORT09,815,4.64,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447208574,11-Jan-21,3,0,V55555_4,1683200,PLANT03,PORT09,530,4.64,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_2,1447260495,5-Feb-21,3,0,V55555555_5,1683282,PLANT03,PORT09,490,4.64,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTD,1,PORT04,V444_3,1447179940,15-Oct-21,0,0,V555555555555555555_45,1683432,PLANT03,PORT09,298,4.643197858,,,10.815,7.1925,GROUND,284,9,10,1013,0.233,15
PORT04-PORT09,DTP,1,PORT04,V444_1,1447405947,5-Jan-21,0,0,V555555555555555_29,1699265,PLANT03,PORT09,1279,4.643792751,4.51,5,3.435,1.56,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447167624,10-Jul-21,0,0,V555555555555555_29,1682853,PLANT03,PORT09,360,4.648983872,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTD,1,PORT04,V444_3,1447359791,6-Jun-21,3,0,V5555555_19,1697080,PLANT03,PORT09,1034,4.65173791,,,10.815,7.1925,GROUND,284,9,10,1013,0.233,15
PORT04-PORT09,DTD,1,PORT04,V444_3,1447344842,4-Sep-21,3,0,V5555555_19,1697080,PLANT03,PORT09,1110,4.65173791,,,10.815,7.1925,GROUND,284,9,10,1013,0.233,15
PORT04-PORT09,DTD,2,PORT04,V444_2,1447395059,22-Jul-21,3,0,V5555555_22,1683197,PLANT03,PORT09,437,4.66,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_4,1447402085,25-Sep-21,0,0,V555555555_14,1700097,PLANT03,PORT09,601,4.66,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTD,1,PORT04,V444_3,1447231111,14-Jan-21,1,0,V555555555555555555_17,1699771,PLANT03,PORT09,971,4.68001288,,,10.815,7.1925,GROUND,284,9,10,1013,0.233,15
PORT04-PORT09,DTD,1,PORT04,V444_3,1447318091,23-Sep-21,5,0,V55555555555555_8,1688285,PLANT03,PORT09,290,4.690478679,,,10.815,7.1925,GROUND,284,9,10,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_1,1447162302,15-Jul-21,3,0,V555555_6,1621719,PLANT12,PORT09,319,4.7,0,99.99,2.8125,0.09,AIR,260,7,13,209,0.348,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447349614,22-Oct-21,0,0,V555555555_27,1622685,PLANT03,PORT09,935,4.7,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447316534,26-Mar-21,3,0,V55555555_5,1672245,PLANT13,PORT09,316,4.7,0,99.99,2.8125,0.09,AIR,260,7,13,490,0.211,13
PORT04-PORT09,DTD,1,PORT04,V444_3,1447335400,19-Sep-21,0,0,V5555555_22,1672661,PLANT03,PORT09,523,4.70242565,,,10.815,7.1925,GROUND,284,9,10,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_0,1447202849,27-Oct-21,0,0,V5555_33,1688575,PLANT03,PORT09,349,4.702572829,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTD,1,PORT04,V444_3,1447390638,30-Jul-21,0,0,V55555555555555_8,1672707,PLANT03,PORT09,357,4.705872377,,,10.815,7.1925,GROUND,284,9,10,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_1,1447192327,9-Mar-21,0,0,V5555555_30,1672706,PLANT03,PORT09,316,4.709351753,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_2,1447382563,18-Oct-21,0,0,V5555555_30,1672706,PLANT03,PORT09,354,4.709351753,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_4,1447313156,25-Sep-21,0,0,V5555555_30,1672706,PLANT03,PORT09,350,4.709351753,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447220694,3-Jun-21,0,0,V55555555_5,1672706,PLANT03,PORT09,383,4.709351753,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTD,1,PORT04,V444_3,1447200719,28-May-21,0,0,V5555555_22,1676565,PLANT03,PORT09,557,4.709455451,,,10.815,7.1925,GROUND,284,9,10,1013,0.233,15
PORT04-PORT09,DTP,1,PORT04,V444_1,1447182379,28-Jan-21,3,0,V55555555_32,1699417,PLANT03,PORT09,2333,4.717699688,4.51,5,3.435,1.56,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_1,1447405827,29-Jun-21,3,0,V55555555_32,1699417,PLANT03,PORT09,2297,4.717699688,4.51,5,3.435,1.56,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_1,1447182373,2-Jun-21,3,0,V55555555_32,1699417,PLANT03,PORT09,2266,4.717699688,4.51,5,3.435,1.56,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447227099,26-Apr-21,3,0,V5555555_22,1683200,PLANT03,PORT09,480,4.72,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447317156,24-Aug-21,3,0,V55555_2,1651126,PLANT03,PORT09,357,4.72,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_2,1447200584,24-Mar-21,5,0,V55555555_7,1672088,PLANT03,PORT09,342,4.72,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTD,1,PORT04,V444_3,1447200814,6-Oct-21,0,0,V555555555555555555_45,1683432,PLANT03,PORT09,389,4.720584489,,,10.815,7.1925,GROUND,284,9,10,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_1,1447411289,3-Sep-21,0,0,V55555555555_28,1666443,PLANT03,PORT09,6259,4.726985518,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTD,1,PORT04,V444_3,1447335992,6-Oct-21,5,0,V55555555555555_8,1658528,PLANT03,PORT09,809,4.74,,,10.815,7.1925,GROUND,284,9,10,1013,0.233,15
PORT04-PORT09,DTD,1,PORT04,V444_3,1447245075,11-Jan-21,0,0,V5555555_22,1676566,PLANT03,PORT09,740,4.743910085,,,10.815,7.1925,GROUND,284,9,10,1013,0.233,15
PORT04-PORT09,DTD,2,PORT04,V444_5,1447164216,30-Jul-21,5,0,V55555555_7,1687346,PLANT03,PORT09,485,4.758674004,0,99.99,2.8125,0.09,GROUND,284,3,15,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_4,1447322522,24-Jun-21,0,0,V5555_25,1693453,PLANT03,PORT09,1313,4.761841341,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_5,1447168872,22-Oct-21,0,0,V5555_33,1677891,PLANT03,PORT09,1697,4.762262741,0,99.99,2.8125,0.09,GROUND,284,3,15,1013,0.233,15
