Closer Date	Complain Type	Complain	Customer Id	Final	Final detail	Last date	Month	Month date	Name-Mont	Reason	Status	Ticket ID	Wait time s	Week	Call Response	Call Time sec	Complain and date duration	Final Score	Hour	Joining Duration	Monthcount	Resolution Provide	Response time sec	Technical Knowledge
2/7/2021	NW Fluctuation	2/7/2021	S1355	Churn	FCR	12/3/2021	Feb	2/6/2021	S1355-2		Close	T3-8915	> 60	Week-6	1	650	299	3	23	300	2	5	150	3
8/7/2021	Weak indoor Coverage	8/7/2021	S0606	Churn	FCR	9/5/2021	Aug	8/6/2021	S0606-8		Close	T3-5880	> 60	Week-32	2	537	29	3	0	240	8	5	102	3
4/18/2021	NW Fluctuation	4/18/2021	S0476	Churn	FCR	11/13/2021	Apr	4/17/2021	S0476-4		Close	T3-5428	0-10	Week-16	5	429	209	4	0	300	4	5	9	3
8/15/2021	NW Fluctuation	8/15/2021	S1645	Churn	FCR	10/13/2021	Aug	8/14/2021	S1645-8		Close	T3-10328	> 60	Week-33	0	536	59	3	11	270	8	4	78	4
6/29/2021	DND service related	6/29/2021	S0545	Churn	FCR	8/21/2021	Jun	6/22/2021	S0545-6		Close	T3-5638	> 60	Week-26	0	585	53	3	18	210	6	4	130	4
6/23/2021	NW Fluctuation	6/23/2021	S0822	Churn	FCR	8/21/2021	Jun	6/22/2021	S0822-6		Close	T3-6808	> 60	Week-26	0	217	59	3	18	210	6	4	127	4
7/8/2021	Volte related Issue	7/8/2021	S1363	Churn	FCR	9/2/2021	Jul	7/4/2021	S1363-7		Close	T3-8994	> 60	Week-28	1	544	56	3	11	240	7	4	130	4
1/25/2021	DND service related	1/25/2021	S1441	Churn	FCR	4/24/2021	Jan	1/24/2021	S1441-1		Close	T3-9358	50-60	Week-5	2	548	89	3	21	90	1	4	51	4
9/10/2021	Weak indoor Coverage	9/10/2021	S1288	Churn	FCR	12/2/2021	Sep	9/3/2021	S1288-9		Close	T3-8690	40-50	Week-36	3	703	83	4	16	334	9	4	45	4
7/6/2021	DND service related	7/6/2021	S0228	Churn	FCR	12/3/2021	Jul	7/2/2021	S0228-7		Close	T3-4217	40-50	Week-27	3	197	150	4	15	274	7	4	46	4
2/22/2021	Weak indoor Coverage	2/22/2021	S1436	Churn	FCR	7/18/2021	Feb	2/18/2021	S1436-2		Close	T3-9328	> 60	Week-8	3	279	146	4	16	180	2	4	61	4
7/22/2021	NW Fluctuation	7/22/2021	S1258	Churn	FCR	9/19/2021	Jul	7/21/2021	S1258-7		Close	T3-8548	> 60	Week-30	3	553	59	4	11	90	7	4	97	4
3/28/2021	NW Fluctuation	3/28/2021	S0922	Churn	FCR	12/19/2021	Mar	3/24/2021	S0922-3		Close	T3-7209	40-50	Week-13	3	391	266	4	15	270	3	4	47	4
4/27/2021	Weak indoor Coverage	4/27/2021	S0922	Churn	FCR	12/19/2021	Apr	4/23/2021	S0922-4		Close	T3-7211	21-30	Week-17	4	500	236	4	6	270	4	4	22	4
3/25/2021	NW Fluctuation	3/25/2021	S0545	Churn	FCR	8/21/2021	Mar	3/24/2021	S0545-3		Close	T3-5636	20-Nov	Week-13	5	157	149	4	16	210	3	4	17	4
7/8/2021	Weak indoor Coverage	7/8/2021	S0606	Churn	FCR	9/5/2021	Jul	7/7/2021	S0606-7		Close	T3-5879	> 60	Week-28	0	304	59	3	17	240	7	4	83	4
2/10/2021	Weak indoor Coverage	2/10/2021	S1136	Churn	FCR	4/10/2021	Feb	2/9/2021	S1136-2		Close	T3-8154	> 60	Week-7	1	559	59	3	12	90	2	4	68	4
8/16/2021	NW Fluctuation	8/16/2021	S0476	Churn	FCR	11/13/2021	Aug	8/15/2021	S0476-8		Close	T3-5432	> 60	Week-34	1	883	89	3	12	300	8	4	149	4
9/6/2021	Weak indoor Coverage	9/6/2021	S1291	Churn	FCR	11/4/2021	Sep	9/5/2021	S1291-9		Close	T3-8720	> 60	Week-37	2	333	59	3	17	300	9	4	114	4
3/19/2021	DND service related	3/19/2021	S0671	Churn	FCR	9/11/2021	Mar	3/15/2021	S0671-3		Close	T3-6171	50-60	Week-12	2	217	176	3	0	240	3	4	54	4
3/9/2021	Call Quality	3/9/2021	S1355	Churn	FCR	12/3/2021	Mar	3/8/2021	S1355-3		Close	T3-8916	> 60	Week-11	2	484	269	3	0	300	3	4	65	4
4/23/2021	Call Quality	4/23/2021	S0625	Churn	FCR	8/17/2021	Apr	4/19/2021	S0625-4		Close	T3-5951	> 60	Week-17	2	505	116	3	20	180	4	4	74	4
2/7/2021	NW Fluctuation	2/7/2021	S1539	Churn	FCR	3/5/2021	Feb	2/3/2021	S1539-2		Close	T3-9761	> 60	Week-6	2	245	26	3	17	60	2	4	84	4
7/23/2021	Volte related Issue	7/23/2021	S0922	Churn	FCR	12/19/2021	Jul	7/22/2021	S0922-7		Close	T3-7214	> 60	Week-30	2	214	149	3	12	270	7	4	137	4
2/26/2021	NW Fluctuation	2/26/2021	S1080	Churn	FCR	5/23/2021	Feb	2/22/2021	S1080-2		Close	T3-8036	50-60	Week-9	2	261	86	3	20	90	2	4	53	4
3/12/2021	Weak indoor Coverage	3/12/2021	S1355	Churn	FCR	12/3/2021	Mar	3/8/2021	S1355-3		Close	T3-8917	> 60	Week-11	3	216	266	4	21	300	3	4	65	4
7/14/2021	NW Fluctuation	7/14/2021	S1262	Churn	FCR	10/11/2021	Jul	7/13/2021	S1262-7		Close	T3-8562	> 60	Week-29	3	558	89	4	11	90	7	4	102	4
2/3/2021	Weak indoor Coverage	2/3/2021	S0835	Churn	FCR	4/1/2021	Feb	2/2/2021	S0835-2		Close	T3-6881	40-50	Week-6	3	603	57	4	21	90	2	4	49	4
2/23/2021	NW Fluctuation	2/23/2021	S0366	Churn	FCR	7/22/2021	Feb	2/22/2021	S0366-2		Close	T3-4800	40-50	Week-9	3	434	149	4	9	150	2	4	43	4
4/22/2021	NW Fluctuation	4/22/2021	S1077	Churn	FCR	5/18/2021	Apr	4/18/2021	S1077-4		Close	T3-8026	40-50	Week-17	3	204	26	4	9	120	4	4	43	4
4/24/2021	Call Quality	4/24/2021	S0366	Churn	FCR	7/22/2021	Apr	4/23/2021	S0366-4		Close	T3-4802	> 60	Week-17	3	253	89	4	14	150	4	4	143	4
8/2/2021	Weak indoor Coverage	8/2/2021	S1147	Churn	FCR	9/27/2021	Aug	7/29/2021	S1147-7		Close	T3-8210	0-10	Week-31	5	571	56	4	22	180	8	4	5	4
10/21/2021	DND service related	10/21/2021	S1070	Churn	FCR	11/13/2021	Oct	10/14/2021	S1070-10		Close	T3-7973	> 60	Week-42	0	566	23	3	17	270	10	5	65	4
4/6/2021	Weak indoor Coverage	4/6/2021	S1363	Churn	FCR	9/2/2021	Apr	4/5/2021	S1363-4		Close	T3-8992	> 60	Week-15	1	690	149	3	12	240	4	5	71	4
6/26/2021	NW Fluctuation	6/26/2021	S0545	Churn	FCR	8/21/2021	Jun	6/22/2021	S0545-6		Close	T3-5639	> 60	Week-26	1	530	56	3	21	210	6	5	130	4
1/25/2021	Msg related	1/25/2021	S1137	Churn	FCR	3/22/2021	Jan	1/21/2021	S1137-1		Close	T3-8155	> 60	Week-4	1	483	56	3	20	60	1	5	108	4
6/22/2021	NW Fluctuation	6/22/2021	S1258	Churn	FCR	9/19/2021	Jun	6/21/2021	S1258-6		Close	T3-8546	> 60	Week-26	1	417	89	3	4	90	6	5	82	4
6/8/2021	Internet Not Working/Mobile setting	6/8/2021	S1291	Churn	FCR	11/4/2021	Jun	6/7/2021	S1291-6		Close	T3-8714	> 60	Week-24	2	381	149	4	10	300	6	5	126	4
7/22/2021	NW Fluctuation	7/22/2021	S0470	Churn	FCR	9/19/2021	Jul	7/21/2021	S0470-7		Close	T3-5396	50-60	Week-30	2	778	59	4	13	210	7	5	59	4
3/5/2021	Call Quality	3/5/2021	S1476	Churn	FCR	6/2/2021	Mar	3/4/2021	S1476-3		Close	T3-9432	30-40	Week-10	3	614	89	4	10	150	3	5	36	4
8/7/2021	Call Quality	8/7/2021	S1291	Churn	FCR	11/4/2021	Aug	8/6/2021	S1291-8		Close	T3-8716	30-40	Week-32	3	618	89	4	21	300	8	5	34	4
7/9/2021	Call Quality	7/9/2021	S0228	Churn	FCR	12/3/2021	Jul	7/2/2021	S0228-7		Close	T3-4216	40-50	Week-27	3	845	147	4	23	274	7	5	46	4
5/28/2021	NW Fluctuation	5/28/2021	S0677	Churn	FCR	6/23/2021	May	5/24/2021	S0677-5		Close	T3-6216	30-40	Week-22	3	451	26	4	9	120	5	5	39	4
4/21/2021	NW Fluctuation	4/21/2021	S1589	Churn	FCR	5/20/2021	Apr	4/20/2021	S1589-4		Close	T3-10011	> 60	Week-17	3	424	29	4	9	90	4	5	122	4
2/2/2021	Weak indoor Coverage	2/2/2021	S1075	Churn	FCR	7/1/2021	Feb	2/1/2021	S1075-2		Close	T3-8011	40-50	Week-6	3	301	149	4	19	180	2	5	42	4
8/16/2021	Internet Not Working/Mobile setting	8/16/2021	S1262	Churn	FCR	10/11/2021	Aug	8/12/2021	S1262-8		Close	T3-8564	21-30	Week-33	4	590	56	4	4	90	8	5	30	4
5/24/2021	Weak indoor Coverage	5/24/2021	S0922	Churn	FCR	12/19/2021	May	5/23/2021	S0922-5		Close	T3-7212	0-10	Week-22	5	286	209	5	12	270	5	5	8	4
2/13/2021	Msg related	2/13/2021	S1301	Churn	FCR	3/14/2021	Feb	2/12/2021	S1301-2		Close	T3-8786	> 60	Week-7	1	489	29	3	16	60	2	5	101	4
9/12/2021	NW Fluctuation	9/12/2021	S1291	Churn	FCR	11/4/2021	Sep	9/5/2021	S1291-9		Close	T3-8719	> 60	Week-37	1	743	53	3	11	300	9	5	114	4
9/4/2021	Weak indoor Coverage	9/4/2021	S1147	Churn	FCR	9/27/2021	Sep	8/28/2021	S1147-8		Close	T3-8211	> 60	Week-35	1	503	23	3	14	180	9	5	69	4
5/4/2021	NW Fluctuation	5/4/2021	S1289	Churn	FCR	8/1/2021	May	5/3/2021	S1289-5		Close	T3-8694	> 60	Week-19	2	744	89	4	2	210	5	5	69	4
10/2/2021	Call Quality	10/2/2021	S1153	Churn	FCR	10/28/2021	Oct	9/28/2021	S1153-9		Close	T3-8242	> 60	Week-40	2	654	26	4	21	150	10	5	127	4
4/12/2021	Call Quality	4/12/2021	S0984	Churn	FCR	6/10/2021	Apr	4/11/2021	S0984-4		Close	T3-7568	> 60	Week-16	3	351	59	4	11	150	4	5	74	4
3/14/2021	Weak indoor Coverage	3/14/2021	S0739	Churn	FCR	7/11/2021	Mar	3/13/2021	S0739-3		Close	T3-6451	30-40	Week-11	3	156	119	4	0	180	3	5	32	4
9/9/2021	Call Quality	9/9/2021	S1291	Churn	FCR	11/4/2021	Sep	9/5/2021	S1291-9		Close	T3-8718	> 60	Week-37	3	398	56	4	9	300	9	5	114	4
2/22/2021	Call Quality	2/22/2021	S0888	Churn	FCR	10/16/2021	Feb	2/18/2021	S0888-2		Close	T3-7039	30-40	Week-8	3	415	236	4	20	270	2	5	40	4
2/11/2021	Weak indoor Coverage	2/11/2021	S0984	Churn	FCR	6/10/2021	Feb	2/10/2021	S0984-2		Close	T3-7565	20-Nov	Week-7	5	762	119	5	18	150	2	5	18	4
10/21/2021	Msg related	10/21/2021	S0922	Churn	FCR	12/19/2021	Oct	10/20/2021	S0922-10		Close	T3-7205	0-10	Week-43	5	724	59	5	21	270	10	5	5	4
11/20/2021	Call Quality	11/20/2021	S0922	Churn	FCR	12/19/2021	Nov	11/19/2021	S0922-11		Close	T3-7206	20-Nov	Week-47	5	305	29	5	0	270	11	5	20	4
10/4/2021	Call Quality	10/4/2021	S1288	Churn	FCR	12/2/2021	Oct	10/3/2021	S1288-10		Close	T3-8677	> 60	Week-41	1	211	59	3	12	334	10	4	140	5
6/1/2021	NW Fluctuation	6/1/2021	S1153	Churn	FCR	10/28/2021	Jun	5/31/2021	S1153-5		Close	T3-8237	> 60	Week-23	1	178	149	3	17	150	6	4	140	5
2/19/2021	DND service related	2/19/2021	S0760	Churn	FCR	4/19/2021	Feb	2/18/2021	S0760-2		Close	T3-6545	> 60	Week-8	2	517	59	4	17	90	2	4	86	5
7/5/2021	NW Fluctuation	7/5/2021	S1363	Churn	FCR	9/2/2021	Jul	7/4/2021	S1363-7		Close	T3-8993	> 60	Week-28	2	386	59	4	21	240	7	4	130	5
8/10/2021	NW Fluctuation	8/10/2021	S1291	Churn	FCR	11/4/2021	Aug	8/6/2021	S1291-8		Close	T3-8717	30-40	Week-32	3	130	86	4	19	300	8	4	34	5
9/7/2021	NW Fluctuation	9/7/2021	S1288	Churn	FCR	12/2/2021	Sep	9/3/2021	S1288-9		Close	T3-8689	40-50	Week-36	3	205	86	4	22	334	9	4	45	5
8/30/2021	NW Fluctuation	8/30/2021	S1153	Churn	FCR	10/28/2021	Aug	8/29/2021	S1153-8		Close	T3-8241	> 60	Week-36	3	440	59	4	21	150	8	4	110	5
3/18/2021	Call Quality	3/18/2021	S0468	Churn	FCR	7/15/2021	Mar	3/17/2021	S0468-3		Close	T3-5380	30-40	Week-12	3	135	119	4	23	180	3	4	32	5
8/13/2021	NW Fluctuation	8/13/2021	S1262	Churn	FCR	10/11/2021	Aug	8/12/2021	S1262-8		Close	T3-8565	21-30	Week-33	4	837	59	4	17	90	8	4	30	5
6/21/2021	Call Quality	6/21/2021	S0318	Churn	FCR	11/14/2021	Jun	6/17/2021	S0318-6		Close	T3-4680	0-10	Week-25	5	833	146	5	15	300	6	4	10	5
6/29/2021	Weak indoor Coverage	6/29/2021	S1638	Churn	FCR	12/19/2021	Jun	6/22/2021	S1638-6		Close	T3-10274	> 60	Week-26	0	239	173	3	9	330	6	4	136	5
6/20/2021	NW Fluctuation	6/20/2021	S1367	Churn	FCR	8/18/2021	Jun	6/19/2021	S1367-6		Close	T3-9033	> 60	Week-25	0	588	59	3	21	210	6	4	146	5
4/11/2021	Weak indoor Coverage	4/11/2021	S0633	Churn	FCR	10/7/2021	Apr	4/10/2021	S0633-4		Close	T3-5997	> 60	Week-15	0	261	179	3	18	180	4	4	129	5
3/26/2021	Weak indoor Coverage	3/26/2021	S0677	Churn	FCR	6/23/2021	Mar	3/25/2021	S0677-3		Close	T3-6214	> 60	Week-13	0	458	89	3	17	120	3	4	87	5
3/6/2021	Call Quality	3/6/2021	S0835	Churn	FCR	4/1/2021	Mar	3/2/2021	S0835-3		Close	T3-6882	> 60	Week-10	0	618	26	3	21	90	3	4	143	5
4/17/2021	Internet Not Working/Mobile setting	4/17/2021	S1645	Churn	FCR	10/13/2021	Apr	4/16/2021	S1645-4		Close	T3-10323	> 60	Week-16	1	570	179	3	12	270	4	4	78	5
4/9/2021	Call Quality	4/9/2021	S1288	Churn	FCR	12/2/2021	Apr	4/2/2021	S1288-4		Close	T3-8684	> 60	Week-14	1	515	237	3	12	334	4	4	132	5
2/24/2021	Msg related	2/24/2021	S0677	Churn	FCR	6/23/2021	Feb	2/23/2021	S0677-2		Close	T3-6213	> 60	Week-9	1	812	119	3	14	120	2	4	107	5
1/11/2021	NW Fluctuation	1/11/2021	S1136	Churn	FCR	4/10/2021	Jan	1/10/2021	S1136-1		Close	T3-8152	> 60	Week-3	1	313	89	3	12	90	1	4	112	5
10/15/2021	NW Fluctuation	10/15/2021	S0476	Churn	FCR	11/13/2021	Oct	10/14/2021	S0476-10		Close	T3-5424	> 60	Week-42	1	366	29	3	20	300	10	4	115	5
2/6/2021	NW Fluctuation	2/6/2021	S1698	Churn	FCR	11/1/2021	Feb	2/2/2021	S1698-2		Close	T3-10564	30-40	Week-6	3	545	268	4	21	304	2	4	36	5
1/6/2021	Call Quality	1/6/2021	S1658	Churn	FCR	3/6/2021	Jan	1/5/2021	S1658-1		Close	T3-10420	> 60	Week-2	3	828	59	4	3	60	1	4	69	5
3/7/2021	Weak indoor Coverage	3/7/2021	S1288	Churn	FCR	12/2/2021	Mar	3/3/2021	S1288-3		Close	T3-8683	40-50	Week-10	3	443	270	4	5	334	3	4	47	5
8/7/2021	NW Fluctuation	8/7/2021	S0732	Churn	FCR	11/1/2021	Aug	8/3/2021	S0732-8		Close	T3-6397	40-50	Week-32	3	732	86	4	18	300	8	4	41	5
1/20/2021	Weak indoor Coverage	1/20/2021	S0760	Churn	FCR	4/19/2021	Jan	1/19/2021	S0760-1		Close	T3-6544	> 60	Week-4	3	451	89	4	14	90	1	4	85	5
8/5/2021	Call Quality	8/5/2021	S1288	Churn	FCR	12/2/2021	Aug	8/4/2021	S1288-8		Close	T3-8687	> 60	Week-32	3	810	119	4	12	334	8	4	140	5
2/12/2021	Weak indoor Coverage	2/12/2021	S0615	Churn	FCR	5/9/2021	Feb	2/8/2021	S0615-2		Close	T3-5927	21-30	Week-7	4	337	86	4	18	120	2	4	24	5
10/19/2021	Call Quality	10/19/2021	S0318	Churn	FCR	11/14/2021	Oct	10/15/2021	S0318-10		Close	T3-4671	20-Nov	Week-42	5	422	26	5	9	300	10	4	18	5
11/23/2021	NW Fluctuation	11/23/2021	S0922	Churn	FCR	12/19/2021	Nov	11/19/2021	S0922-11		Close	T3-7208	20-Nov	Week-47	5	409	26	5	18	270	11	4	20	5
6/13/2021	Call Quality	6/13/2021	S0465	Churn	FCR	9/10/2021	Jun	6/12/2021	S0465-6		Close	T3-5351	20-Nov	Week-24	5	416	89	5	16	240	6	4	11	5
1/28/2021	NW Fluctuation	1/28/2021	S0319	Churn	FCR	5/24/2021	Jan	1/24/2021	S0319-1		Close	T3-4689	> 60	Week-5	0	585	116	3	15	120	1	5	132	5
9/16/2021	NW Fluctuation	9/16/2021	S0981	Churn	FCR	11/14/2021	Sep	9/15/2021	S0981-9		Close	T3-7549	> 60	Week-38	1	260	59	4	13	300	9	5	121	5
1/8/2021	Weak indoor Coverage	1/8/2021	S1478	Churn	FCR	5/7/2021	Jan	1/7/2021	S1478-1		Close	T3-9435	> 60	Week-2	1	538	119	4	13	120	1	5	87	5
7/3/2021	NW Fluctuation	7/3/2021	S0733	Churn	FCR	10/4/2021	Jul	7/2/2021	S0733-7		Close	T3-6401	> 60	Week-27	1	585	93	4	17	274	7	5	135	5
3/3/2021	Weak indoor Coverage	3/3/2021	S1698	Churn	FCR	11/1/2021	Mar	3/2/2021	S1698-3		Close	T3-10565	50-60	Week-10	2	856	243	4	23	304	3	5	53	5
5/14/2021	Call Quality	5/14/2021	S1659	Churn	FCR	6/12/2021	May	5/13/2021	S1659-5		Close	T3-10421	> 60	Week-20	2	769	29	4	13	150	5	5	85	5
2/16/2021	NW Fluctuation	2/16/2021	S0468	Churn	FCR	7/15/2021	Feb	2/15/2021	S0468-2		Close	T3-5379	> 60	Week-8	2	573	149	4	13	180	2	5	75	5
7/18/2021	NW Fluctuation	7/18/2021	S1708	Churn	FCR	8/16/2021	Jul	7/17/2021	S1708-7		Close	T3-10642	> 60	Week-29	3	219	29	4	10	210	7	5	104	5
7/6/2021	Weak indoor Coverage	7/6/2021	S0733	Churn	FCR	10/4/2021	Jul	7/2/2021	S0733-7		Close	T3-6402	> 60	Week-27	3	291	90	4	14	274	7	5	135	5
3/25/2021	Weak indoor Coverage	3/25/2021	S0922	Churn	FCR	12/19/2021	Mar	3/24/2021	S0922-3		Close	T3-7210	40-50	Week-13	3	381	269	4	13	270	3	5	47	5
10/3/2021	Call Quality	10/3/2021	S1698	Churn	FCR	11/1/2021	Oct	10/2/2021	S1698-10		Close	T3-10561	21-30	Week-40	4	627	29	5	11	304	10	5	28	5
4/25/2021	Weak indoor Coverage	4/25/2021	S0677	Churn	FCR	6/23/2021	Apr	4/24/2021	S0677-4		Close	T3-6215	21-30	Week-17	4	127	59	5	14	120	4	5	30	5
5/12/2021	Volte related Issue	5/12/2021	S1249	Churn	FCR	6/7/2021	May	5/8/2021	S1249-5		Close	T3-8521	21-30	Week-19	4	900	26	5	20	90	5	5	22	5
3/17/2021	Weak indoor Coverage	3/17/2021	S0615	Churn	FCR	5/9/2021	Mar	3/10/2021	S0615-3		Close	T3-5928	> 60	Week-11	0	182	53	3	20	120	3	5	126	5
4/23/2021	Volte related Issue	4/23/2021	S1645	Churn	FCR	10/13/2021	Apr	4/16/2021	S1645-4		Close	T3-10324	> 60	Week-16	1	739	173	4	21	270	4	5	78	5
3/22/2021	Weak indoor Coverage	3/22/2021	S1367	Churn	FCR	8/18/2021	Mar	3/21/2021	S1367-3		Close	T3-9030	> 60	Week-13	1	896	149	4	11	210	3	5	143	5
5/1/2021	Volte related Issue	5/1/2021	S1147	Churn	FCR	9/27/2021	May	4/30/2021	S1147-4		Close	T3-8206	> 60	Week-18	1	822	149	4	17	180	5	5	140	5
7/17/2021	NW Fluctuation	7/17/2021	S1070	Churn	FCR	11/13/2021	Jul	7/16/2021	S1070-7		Close	T3-7979	> 60	Week-29	1	499	119	4	20	270	7	5	64	5
2/23/2021	Call Quality	2/23/2021	S1589	Churn	FCR	5/20/2021	Feb	2/19/2021	S1589-2		Close	T3-10007	> 60	Week-8	2	248	86	4	9	90	2	5	92	5
3/13/2021	NW Fluctuation	3/13/2021	S0984	Churn	FCR	6/10/2021	Mar	3/12/2021	S0984-3		Close	T3-7567	40-50	Week-11	3	406	89	4	17	150	3	5	44	5
9/24/2021	Weak indoor Coverage	9/24/2021	S1638	Churn	FCR	12/19/2021	Sep	9/20/2021	S1638-9		Close	T3-10280	40-50	Week-39	3	507	86	4	18	330	9	5	45	5
7/26/2021	Weak indoor Coverage	7/26/2021	S1638	Churn	FCR	12/19/2021	Jul	7/22/2021	S1638-7		Close	T3-10276	> 60	Week-30	3	247	146	4	0	330	7	5	134	5
3/25/2021	NW Fluctuation	3/25/2021	S0550	Churn	FCR	6/19/2021	Mar	3/21/2021	S0550-3		Close	T3-5673	40-50	Week-13	3	431	86	4	8	150	3	5	42	5
3/28/2021	Weak indoor Coverage	3/28/2021	S0550	Churn	FCR	6/19/2021	Mar	3/21/2021	S0550-3		Close	T3-5674	40-50	Week-13	3	443	83	4	14	150	3	5	42	5
9/29/2021	Volte related Issue	9/29/2021	S1153	Churn	FCR	10/28/2021	Sep	9/28/2021	S1153-9		Close	T3-8243	> 60	Week-40	3	727	29	4	9	150	9	5	127	5
1/27/2021	Volte related Issue	1/27/2021	S0822	Churn	FCR	8/21/2021	Jan	1/23/2021	S0822-1		Close	T3-6803	> 60	Week-4	3	765	206	4	10	210	1	5	120	5
2/11/2021	NW Fluctuation	2/11/2021	S1749	Churn	FCR	7/10/2021	Feb	2/10/2021	S1749-2		Close	T3-10861	21-30	Week-7	4	436	149	5	4	180	2	5	26	5
7/10/2021	Weak indoor Coverage	7/10/2021	S0633	Churn	FCR	10/7/2021	Jul	7/9/2021	S0633-7		Close	T3-6001	21-30	Week-28	4	751	89	5	0	180	7	5	21	5
1/10/2021	Weak indoor Coverage	1/10/2021	S1289	Churn	FCR	8/1/2021	Jan	1/3/2021	S1289-1		Close	T3-8691	0-10	Week-2	5	458	203	5	11	210	1	5	8	5
6/12/2021	NW Fluctuation	6/12/2021	S0739	Churn	FCR	7/11/2021	Jun	6/11/2021	S0739-6		Close	T3-6453	0-10	Week-24	5	176	29	5	16	180	6	5	4	5
7/23/2021	NW Fluctuation	7/23/2021	S0545	Churn	FCR	8/21/2021	Jul	7/22/2021	S0545-7		Close	T3-5640	0-10	Week-30	5	188	29	5	19	210	7	5	6	5
6/16/2021	NW Fluctuation	6/16/2021	S0465	Churn	FCR	9/10/2021	Jun	6/12/2021	S0465-6		Close	T3-5353	20-Nov	Week-24	5	475	86	5	16	240	6	5	11	5
12/29/2021	Simcard issue	12/29/2021	S1797	New	FCR		Dec	12/28/2021	S1797-12		Close	T3-11004	> 60	Week-53	2	260		2	12		12	4	128	1
12/29/2021	Data Speed Issue	12/29/2021	S1412	New	FCR		Jan	12/28/2021	S1412-12		Close	T3-9147	> 60	Week-53	3	401		3	14		1	4	68	1
12/13/2021	Msg related	12/13/2021	S1279	New	FCR		Dec	12/9/2021	S1279-12		Close	T3-8615	> 60	Week-50	0	891		2	4		12	4	140	2
12/21/2021	Call Quality	12/21/2021	S0878	New	FCR		Dec	12/17/2021	S0878-12		Close	T3-6961	> 60	Week-51	3	136		3	21		12	4	121	2
12/24/2021	Msg related	12/24/2021	S1225	New	FCR		Dec	12/20/2021	S1225-12		Close	T3-8471	30-40	Week-52	3	486		3	19		12	5	33	2
12/15/2021	Simcard issue	12/15/2021	S1177	New	FCR		Dec	12/14/2021	S1177-12		Close	T3-8326	> 60	Week-51	0	428		2	11		12	4	72	3
12/21/2021	Call Quality	12/21/2021	S1225	New	FCR		Dec	12/20/2021	S1225-12		Close	T3-8470	30-40	Week-52	3	275		4	22		12	4	33	4
12/24/2021	Msg related	12/24/2021	S1796	New	FCR		Dec	12/20/2021	S1796-12		Close	T3-11003	21-30	Week-52	4	480		4	16		12	5	26	4
12/30/2021	Simcard issue	12/30/2021	S1278	New	FCR		Dec	12/29/2021	S1278-12		Close	T3-8614	> 60	Week-53	1	488		3	19		12	4	67	5
12/24/2021	Simcard issue	12/24/2021	S0876	New	FCR		Dec	12/23/2021	S0876-12		Close	T3-6960	30-40	Week-52	3	485		4	5		12	5	31	5
12/26/2021	Call Quality	12/26/2021	S1121	New	FCR		Dec	12/25/2021	S1121-12		Close	T3-8120	40-50	Week-52	3	798		2	21		12	4	50	0
12/26/2021	Internet Not Working/Mobile setting	12/26/2021	S1465	New	FCR		Dec	12/22/2021	S1465-12		Close	T3-9395	50-60	Week-52	2	585		3	3		12	5	60	1
12/29/2021	Msg related	12/29/2021	S1121	New	FCR		Dec	12/25/2021	S1121-12		Close	T3-8121	40-50	Week-52	3	250		3	13		12	4	50	2
12/23/2021	NW Fluctuation	12/23/2021	S1465	New	FCR		Dec	12/22/2021	S1465-12		Close	T3-9396	50-60	Week-52	2	217		3	2		12	5	60	2
12/7/2021	Simcard issue	12/7/2021	S1565	New	FCR		Dec	12/6/2021	S1565-12		Close	T3-9815	30-40	Week-50	3	519		4	15		12	4	32	4
12/22/2021	Simcard issue	12/22/2021	S1035	New	FCR		Dec	12/21/2021	S1035-12		Close	T3-7697	> 60	Week-52	3	232		4	15		12	4	84	4
12/21/2021	Simcard issue	12/21/2021	S0598	New	FCR		Dec	12/20/2021	S0598-12		Close	T3-5828	21-30	Week-52	4	653		4	23		12	5	26	4
12/6/2021	Simcard issue	12/6/2021	S0727	New	FCR		Dec	12/5/2021	S0727-12		Close	T3-6363	40-50	Week-50	3	449		4	18		12	4	45	5
12/30/2021	Simcard issue	12/30/2021	S0947	New	FCR		Dec	12/29/2021	S0947-12		Close	T3-7274	> 60	Week-53	2	622		4	22		12	5	111	5
12/29/2021	Data Speed Issue	12/29/2021	S1465	New	FCR		Dec	12/22/2021	S1465-12		Close	T3-9394	50-60	Week-52	2	713		4	16		12	5	60	5
9/26/2021	NW Fluctuation	9/26/2021	S1088	Retain	FCR		Sep	9/19/2021	S1088-9		Close	T3-8072	> 60	Week-39	1	282		2	23		9	4	107	0
7/21/2021	Data Speed Issue	7/21/2021	S1283	Retain	FCR		Jul	7/20/2021	S1283-7		Close	T3-8625	30-40	Week-30	3	659		2	17		7	4	38	0
11/2/2021	Data Speed Issue	11/2/2021	S0238	Retain	FCR		Nov	11/1/2021	S0238-11		Close	T3-4297	> 60	Week-45	3	240		2	20		11	4	129	0
12/30/2021	Internet Not Working/Mobile setting	12/30/2021	S0941	Retain	FCR		Jan	12/29/2021	S0941-12		Close	T3-7265	40-50	Week-53	3	375		2	20		1	4	42	0
11/29/2021	Call Quality	11/29/2021	S0531	Retain	FCR		Nov	11/28/2021	S0531-11		Close	T3-5582	> 60	Week-49	0	263		1	11		11	4	93	0
