Customer Category	Customer Id	Data Utilization	Date	Gender	Month Name	Region	Services	State	Week	Age	Call Quality	Capacity	Data traffic	Employee cost	Maintanace cost	Marketing Cost	Nw availability	Packet loss	Plan	Thpt	Total Cost	Utilization	Utilization data
Retain	S1471	< 90 % Utilize	4/6/2021	Female	Apr	East	"Voice,Data"	Sikkim	Week-15	20	3	45	34	53	64	50	97.88	3	199	2623.72	167	61	75.56
Retain	S1488	< 90 % Utilize	6/30/2021	Female	Jun	East	"Voice,Data"	Sikkim	Week-27	18	3	45	33	81	91	71	91.95	3	199	2338.44	243	33	73.33
Retain	S1483	< 90 % Utilize	6/9/2021	Female	Jun	East	"Voice,Data"	Sikkim	Week-24	21	3	45	28	56	90	61	85.53	2.52	199	2575.26	207	28	62.22
Retain	S0756	< 90 % Utilize	4/7/2021	Female	Apr	East	"Voice,Data"	Jharkhand	Week-15	22	3	45	36	58	47	70	93.85	2.76	199	2021.53	175	35	80.00
Retain	S0730	< 90 % Utilize	4/4/2021	Female	Apr	East	"Voice,Data"	Jharkhand	Week-15	23	3	45	30	74	76	84	94.94	2.55	199	2207.47	234	44	66.67
Retain	S0745	< 90 % Utilize	4/7/2021	Female	Apr	East	"Voice,Data"	Jharkhand	Week-15	18	3	45	34	46	77	85	97.73	2.4	199	2561.17	208	35	75.56
Retain	S1290	< 90 % Utilize	4/24/2021	Female	Apr	East	"Voice,Data"	Odisha	Week-17	20	3	45	31	73	42	87	93.49	3	199	2619.56	202	31	68.89
Retain	S0754	< 90 % Utilize	4/1/2021	Female	Apr	East	"Voice,Data"	Jharkhand	Week-14	24	3	45	34	56	58	88	97.51	3	199	2285.25	202	34.5	75.56
Retain	S1342	< 90 % Utilize	12/22/2021	Female	Dec	East	"Voice,Data"	Odisha	Week-52	18	3	45	30	96	94	87	95.85	2.56	199	2153.38	277	44.25	66.67
Retain	S1283	< 90 % Utilize	12/17/2021	Female	Dec	East	"Voice,Data"	Odisha	Week-51	26	3	45	36	91	74	98	97.76	2.58	199	2657.35	263	36	80.00
Retain	S1300	< 90 % Utilize	2/4/2021	Female	Feb	East	"Voice,Data"	Odisha	Week-6	24	3	45	36	64	94	99	92.56	2.6	199	1895.16	257	36	80.00
Retain	S0741	< 90 % Utilize	2/22/2021	Female	Feb	East	"Voice,Data"	Jharkhand	Week-9	25	3	45	31	43	93	74	95.5	3	199	2156.21	210	30	68.89
Retain	S0734	< 90 % Utilize	2/4/2021	Female	Feb	East	"Voice,Data"	Jharkhand	Week-6	18	3	45	28	52	48	88	97.96	2.54	199	1862.51	188	58.8	62.22
Retain	S0736	< 90 % Utilize	6/1/2021	Female	Jun	East	"Voice,Data"	Jharkhand	Week-23	24	3	45	34	44	72	70	87.94	2.36	199	2104.39	186	34	75.56
Retain	S1307	< 90 % Utilize	3/20/2021	Female	Mar	East	"Voice,Data"	Odisha	Week-12	23	3	45	34	79	77	96	96.84	2.69	199	2455.84	252	71	75.56
Retain	S0734	< 90 % Utilize	3/6/2021	Female	Mar	East	"Voice,Data"	Jharkhand	Week-10	18	3	45	32	86	59	62	93.99	2.54	199	2321.69	207	57	71.11
Retain	S0751	< 90 % Utilize	5/23/2021	Female	May	East	"Voice,Data"	Jharkhand	Week-22	23	3	45	28	46	57	91	91.95	2.81	199	2167.44	194	30.5	62.22
Retain	S0741	< 90 % Utilize	5/23/2021	Female	May	East	"Voice,Data"	Jharkhand	Week-22	25	3	45	33	48	57	50	89.35	2.82	199	2318.52	155	30.5	73.33
Retain	S0730	< 90 % Utilize	10/1/2021	Female	Oct	East	"Voice,Data"	Jharkhand	Week-40	23	3	45	29	94	70	77	95.3	2.41	199	2781.42	241	14.5	64.44
Retain	S0730	< 90 % Utilize	9/1/2021	Female	Sep	East	"Voice,Data"	Jharkhand	Week-36	23	3	45	28	99	61	67	92.99	2.62	199	2633.77	227	14	62.22
Retain	S0734	< 90 % Utilize	9/2/2021	Female	Sep	East	"Voice,Data"	Jharkhand	Week-36	18	3	45	32	88	94	85	94.74	3	199	2726.48	267	32.6	71.11
Retain	S1770	< 90 % Utilize	4/5/2021	Female	Apr	East	"Voice,Data"	West Bengal	Week-15	23	3	45	36	96	86	79	89.52	2.47	199	2480.68	261	36	80.00
Retain	S1738	< 90 % Utilize	2/23/2021	Female	Feb	East	"Voice,Data"	West Bengal	Week-9	20	3	45	36	61	62	92	94.66	2.59	199	2480.7	215	36	80.00
Retain	S0231	< 90 % Utilize	4/22/2021	Female	Apr	East	"Voice,Data"	Bihar	Week-17	23	3	45	31	64	66	84	92.44	2.47	199	2548.44	214	36	68.89
Retain	S0261	< 90 % Utilize	8/29/2021	Female	Aug	East	"Voice,Data"	Bihar	Week-36	20	3	45	35	67	60	59	86.36	2.34	199	1835.59	186	35	77.78
Retain	S0267	< 90 % Utilize	12/14/2021	Female	Dec	East	"Voice,Data"	Bihar	Week-51	18	3	45	28	100	58	55	91	2.52	199	1865.4	213	28	62.22
Retain	S0201	< 90 % Utilize	2/21/2021	Female	Feb	East	"Voice,Data"	Bihar	Week-9	24	3	45	32	54	56	72	91.96	2.31	199	1883.19	182	38.5	71.11
Retain	S0226	< 90 % Utilize	1/13/2021	Female	Jan	East	"Voice,Data"	Bihar	Week-3	26	3	45	33	92	51	54	94.62	2.59	199	2319.84	197	82.5	73.33
Retain	S0238	< 90 % Utilize	6/4/2021	Female	Jun	East	"Voice,Data"	Bihar	Week-23	18	3	45	32	86	87	79	94.38	2.48	199	2238.79	252	61	71.11
Retain	S0231	< 90 % Utilize	3/23/2021	Female	Mar	East	"Voice,Data"	Bihar	Week-13	23	3	45	32	81	91	54	92.59	2.84	199	2538.57	226	28.5	71.11
Retain	S0226	< 90 % Utilize	3/14/2021	Female	Mar	East	"Voice,Data"	Bihar	Week-12	26	3	45	30	80	46	87	93.57	3	199	2231.66	213	89.5	66.67
Retain	S0273	< 90 % Utilize	11/22/2021	Female	Nov	East	"Voice,Data"	Bihar	Week-48	24	3	45	35	98	49	62	97.82	2.45	199	2315.83	209	85.5	77.78
Retain	S0261	< 90 % Utilize	10/28/2021	Female	Oct	East	"Voice,Data"	Bihar	Week-44	20	3	45	36	40	73	71	89.51	2.52	199	2484.81	184	36	80.00
Retain	S0201	< 90 % Utilize	10/19/2021	Female	Oct	East	"Voice,Data"	Bihar	Week-43	24	3	45	36	99	45	95	94.64	2.79	199	2127.35	239	30.5	80.00
Retain	S0267	< 90 % Utilize	10/15/2021	Female	Oct	East	"Voice,Data"	Bihar	Week-42	18	3	45	33	68	63	58	93.66	3	199	2243.4	189	33	73.33
Retain	S0221	< 90 % Utilize	10/12/2021	Female	Oct	East	"Voice,Data"	Bihar	Week-42	22	3	45	30	45	40	60	90.98	2.37	199	2788.38	145	40.75	66.67
Retain	S1375	< 90 % Utilize	4/2/2021	Female	Apr	North	"Voice,Data"	Punjab	Week-14	24	3	45	33	81	96	100	94.94	2.71	199	2766.6	277	34.33	73.33
Retain	S0540	< 90 % Utilize	4/18/2021	Female	Apr	North	"Voice,Data"	Haryana	Week-17	19	3	45	30	44	70	58	93.84	3	199	2389.23	172	19.33	66.67
Retain	S0610	< 90 % Utilize	4/23/2021	Female	Apr	North	"Voice,Data"	Himachal Pradesh	Week-17	26	3	45	31	72	62	61	97.92	2.62	199	1843.71	195	66	68.89
Retain	S0576	< 90 % Utilize	8/12/2021	Female	Aug	North	"Voice,Data"	Haryana	Week-33	24	3	45	31	80	92	63	94.94	2.45	199	1847.83	235	31	68.89
Retain	S0626	< 90 % Utilize	8/15/2021	Female	Aug	North	"Voice,Data"	Himachal Pradesh	Week-34	26	3	45	28	97	95	91	97.38	2.44	199	1830.57	283	28	62.22
Retain	S0585	< 90 % Utilize	12/5/2021	Female	Dec	North	"Voice,Data"	Haryana	Week-50	25	3	45	35	83	88	71	98.54	3	199	2135.87	242	35	77.78
Retain	S0717	< 90 % Utilize	12/19/2021	Female	Dec	North	"Voice,Data"	Jammu & kashmir	Week-52	19	3	45	36	85	100	78	88.5	2.42	199	2394.19	263	39	80.00
Retain	S1438	< 90 % Utilize	2/12/2021	Female	Feb	North	"Voice,Data"	Rajasthan	Week-7	18	3	45	30	51	61	61	91.95	2.47	199	1962.45	173	43	66.67
Retain	S1433	< 90 % Utilize	2/2/2021	Female	Feb	North	"Voice,Data"	Rajasthan	Week-6	18	3	45	32	91	52	100	94.51	2.79	199	2283.66	243	69	71.11
Retain	S0540	< 90 % Utilize	2/17/2021	Female	Feb	North	"Voice,Data"	Haryana	Week-8	19	3	45	28	62	93	58	93.6	2.44	199	2317.85	213	14	62.22
Retain	S0542	< 90 % Utilize	2/20/2021	Female	Feb	North	"Voice,Data"	Haryana	Week-8	22	3	45	36	58	68	76	94.64	2.5	199	2237.57	202	36	80.00
Retain	S1357	< 90 % Utilize	2/1/2021	Female	Feb	North	"Voice,Data"	Punjab	Week-6	26	3	45	35	48	79	89	94.45	2.43	199	1975.42	216	55	77.78
Retain	S1442	< 90 % Utilize	1/1/2021	Female	Jan	North	"Voice,Data"	Rajasthan	Week-1	20	3	45	28	46	64	87	95.46	2.45	199	2787.47	197	33.5	62.22
Retain	S0605	< 90 % Utilize	1/22/2021	Female	Jan	North	"Voice,Data"	Himachal Pradesh	Week-4	21	3	45	33	80	46	90	91.93	2.46	199	1948.33	216	51	73.33
Retain	S0548	< 90 % Utilize	1/6/2021	Female	Jan	North	"Voice,Data"	Haryana	Week-2	18	3	45	30	63	47	85	92.35	2.5	199	2278.65	195	61.5	66.67
Retain	S0546	< 90 % Utilize	1/23/2021	Female	Jan	North	"Voice,Data"	Haryana	Week-4	23	3	45	35	57	66	96	95.96	2.74	199	2030.69	219	45.33	77.78
Retain	S1415	< 90 % Utilize	7/22/2021	Female	Jul	North	"Voice,Data"	Rajasthan	Week-30	18	3	45	30	71	53	74	97.41	2.57	199	2296.48	198	30	66.67
Retain	S1433	< 90 % Utilize	7/4/2021	Female	Jul	North	"Voice,Data"	Rajasthan	Week-28	18	3	45	31	93	64	69	95.76	2.74	199	2596.75	226	59.75	68.89
Retain	S1356	< 90 % Utilize	7/3/2021	Female	Jul	North	"Voice,Data"	Punjab	Week-27	25	3	45	30	91	67	54	92.4	2.54	199	2123.4	212	30	66.67
Retain	S1422	< 90 % Utilize	3/9/2021	Female	Mar	North	"Voice,Data"	Rajasthan	Week-11	21	3	45	35	54	46	80	97.76	2.8	199	2652.22	180	35	77.78
Retain	S0626	< 90 % Utilize	3/18/2021	Female	Mar	North	"Voice,Data"	Himachal Pradesh	Week-12	26	3	45	36	49	40	58	94.69	3	199	2208.66	147	36	80.00
Retain	S1438	< 90 % Utilize	3/14/2021	Female	Mar	North	"Voice,Data"	Rajasthan	Week-12	18	3	45	34	70	77	69	97.33	2.46	199	1523.41	216	60.5	75.56
Retain	S1357	< 90 % Utilize	3/3/2021	Female	Mar	North	"Voice,Data"	Punjab	Week-10	26	3	45	35	71	60	68	93.81	2.55	199	2718.69	199	51	77.78
Retain	S0548	< 90 % Utilize	3/7/2021	Female	Mar	North	"Voice,Data"	Haryana	Week-11	18	3	45	29	96	41	59	97.97	2.65	199	2384.36	196	62.5	64.44
Retain	S0634	< 90 % Utilize	5/24/2021	Female	May	North	"Voice,Data"	Himachal Pradesh	Week-22	25	3	45	36	87	97	60	91.79	3	199	2590.22	244	31.33	80.00
Retain	S0626	< 90 % Utilize	5/17/2021	Female	May	North	"Voice,Data"	Himachal Pradesh	Week-21	26	3	45	32	70	54	90	93.58	2.88	199	1996.68	214	32	71.11
Retain	S1358	< 90 % Utilize	5/6/2021	Female	May	North	"Voice,Data"	Punjab	Week-19	23	3	45	29	77	59	66	90.61	2.5	199	2110.79	202	48	64.44
Retain	S0548	< 90 % Utilize	5/6/2021	Female	May	North	"Voice,Data"	Haryana	Week-19	18	3	45	33	47	64	52	97.46	3	199	2012.27	163	33	73.33
Retain	S1368	< 90 % Utilize	5/19/2021	Female	May	North	"Voice,Data"	Punjab	Week-21	23	3	45	28	99	100	69	90.74	2.64	199	2638.33	268	28	62.22
Retain	S0703	< 90 % Utilize	5/13/2021	Female	May	North	"Voice,Data"	Jammu & kashmir	Week-20	24	3	45	36	50	52	96	95.38	2.85	199	2171.48	198	36	80.00
Retain	S1403	< 90 % Utilize	11/3/2021	Female	Nov	North	"Voice,Data"	Punjab	Week-45	24	3	45	35	42	63	96	92.49	2.55	199	2441.18	201	67.75	77.78
Retain	S1461	< 90 % Utilize	11/8/2021	Female	Nov	North	"Voice,Data"	Rajasthan	Week-46	22	3	45	32	67	44	50	96.62	2.65	199	2238.66	161	32	71.11
Retain	S1357	< 90 % Utilize	11/2/2021	Female	Nov	North	"Voice,Data"	Punjab	Week-45	26	3	45	33	46	78	60	88.49	2.8	199	1784.82	184	42.25	73.33
Retain	S1357	< 90 % Utilize	10/3/2021	Female	Oct	North	"Voice,Data"	Punjab	Week-41	26	3	45	36	94	76	67	90.69	2.87	199	2602.9	237	37	80.00
Retain	S0647	< 90 % Utilize	9/4/2021	Female	Sep	North	"Voice,Data"	Himachal Pradesh	Week-36	21	3	45	35	70	85	70	88.67	2.47	199	2236.16	225	34	77.78
Retain	S0648	< 90 % Utilize	9/28/2021	Female	Sep	North	"Voice,Data"	Himachal Pradesh	Week-40	25	3	45	35	65	84	56	87.83	2.33	199	2099.76	205	35	77.78
Retain	S0585	< 90 % Utilize	9/6/2021	Female	Sep	North	"Voice,Data"	Haryana	Week-37	25	3	45	31	56	82	77	84.83	2.37	199	2267.66	215	31	68.89
Retain	S0714	< 90 % Utilize	9/2/2021	Female	Sep	North	"Voice,Data"	Jammu & kashmir	Week-36	23	3	45	35	67	92	68	84.39	2.85	199	2497.54	227	35	77.78
Retain	S1360	< 90 % Utilize	9/10/2021	Female	Sep	North	"Voice,Data"	Punjab	Week-37	21	3	45	34	75	69	89	92.56	2.3	199	1892.76	233	53.5	75.56
Retain	S1238	< 90 % Utilize	1/5/2021	Female	Jan	North-East	"Voice,Data"	Nagaland	Week-2	24	3	45	32	60	87	91	94.82	2.64	199	2472.25	238	35	71.11
Retain	S1245	< 90 % Utilize	3/12/2021	Female	Mar	North-East	"Voice,Data"	Nagaland	Week-11	18	3	45	30	64	70	64	97.75	2.52	199	2030.7	198	32.5	66.67
Retain	S1189	< 90 % Utilize	8/19/2021	Female	Aug	North-East	"Voice,Data"	Meghalaya	Week-34	18	3	45	33	62	80	83	88.8	2.36	199	2796.85	225	83	73.33
Retain	S1208	< 90 % Utilize	12/4/2021	Female	Dec	North-East	"Voice,Data"	Meghalaya	Week-49	23	3	45	30	72	44	70	95.84	2.76	199	1503.32	186	37.5	66.67
Retain	S1179	< 90 % Utilize	3/16/2021	Female	Mar	North-East	"Voice,Data"	Meghalaya	Week-12	24	3	45	33	75	56	95	93.46	2.57	199	2422.51	226	33	73.33
Retain	S1215	< 90 % Utilize	11/2/2021	Female	Nov	North-East	"Voice,Data"	Meghalaya	Week-45	24	3	45	29	52	41	98	88.67	2.41	199	1733.36	191	29	64.44
Retain	S1211	< 90 % Utilize	10/8/2021	Female	Oct	North-East	"Voice,Data"	Meghalaya	Week-41	24	3	45	34	47	69	89	88.79	3	199	2292.77	205	34	75.56
Retain	S1171	< 90 % Utilize	12/5/2021	Female	Dec	North-East	"Voice,Data"	Manipur	Week-50	19	3	45	33	54	91	72	93.64	2.79	199	2021.86	217	33	73.33
Retain	S1167	< 90 % Utilize	12/1/2021	Female	Dec	North-East	"Voice,Data"	Manipur	Week-49	20	3	45	33	47	75	57	88.53	2.68	199	2332.19	179	33	73.33
Retain	S1144	< 90 % Utilize	7/16/2021	Female	Jul	North-East	"Voice,Data"	Manipur	Week-29	25	3	45	36	61	82	56	92.82	2.65	199	1852.82	199	36	80.00
Retain	S1167	< 90 % Utilize	10/2/2021	Female	Oct	North-East	"Voice,Data"	Manipur	Week-40	20	3	45	29	81	45	83	96.36	2.78	199	2545.51	209	29	64.44
Retain	S0196	< 90 % Utilize	7/14/2021	Female	Jul	North-East	"Voice,Data"	Assam	Week-29	26	3	45	28	57	92	50	87.41	3	199	2182.46	199	28	62.22
Retain	S0196	< 90 % Utilize	6/14/2021	Female	Jun	North-East	"Voice,Data"	Assam	Week-25	26	3	45	30	40	63	64	91.46	2.88	199	2154.28	167	30	66.67
Retain	S0196	< 90 % Utilize	5/15/2021	Female	May	North-East	"Voice,Data"	Assam	Week-20	26	3	45	35	95	75	97	90.94	2.65	199	1910.8	267	35	77.78
Retain	S0196	< 90 % Utilize	9/12/2021	Female	Sep	North-East	"Voice,Data"	Assam	Week-38	26	3	45	34	56	81	69	88.39	2.31	199	1989.25	206	34	75.56
Retain	S1584	< 90 % Utilize	4/5/2021	Female	Apr	South	"Voice,Data"	Telangana	Week-15	20	3	45	34	79	41	58	96.49	3	199	1745.33	178	31.5	75.56
Retain	S1583	< 90 % Utilize	4/3/2021	Female	Apr	South	"Voice,Data"	Telangana	Week-14	23	3	45	34	92	81	84	94.32	2.89	199	2729.66	257	54.5	75.56
Retain	S1572	< 90 % Utilize	8/10/2021	Female	Aug	South	"Voice,Data"	Telangana	Week-33	22	3	45	30	68	95	70	84.47	2.9	199	2312.79	233	63	66.67
Retain	S1580	< 90 % Utilize	2/10/2021	Female	Feb	South	"Voice,Data"	Telangana	Week-7	25	3	45	29	69	73	58	95.5	3	199	2238.67	200	29	64.44
Retain	S1599	< 90 % Utilize	1/7/2021	Female	Jan	South	"Voice,Data"	Telangana	Week-2	22	3	45	33	77	78	59	92.77	2.52	199	1574.32	214	30	73.33
Retain	S1572	< 90 % Utilize	5/12/2021	Female	May	South	"Voice,Data"	Telangana	Week-20	22	3	45	31	62	42	76	89.86	2.65	199	1528.33	180	56.33	68.89
Retain	S1612	< 90 % Utilize	11/19/2021	Female	Nov	South	"Voice,Data"	Telangana	Week-47	23	3	45	33	100	60	60	96.54	2.45	199	2268.58	220	33	73.33
Retain	S1610	< 90 % Utilize	10/17/2021	Female	Oct	South	"Voice,Data"	Telangana	Week-43	23	3	45	32	80	57	66	88.92	2.41	199	2619.48	203	32	71.11
Retain	S0816	< 90 % Utilize	4/7/2021	Female	Apr	South	"Voice,Data"	Karnataka	Week-15	20	3	45	29	86	52	99	89.56	2.76	199	1799.54	237	45	64.44
Retain	S0895	< 90 % Utilize	4/11/2021	Female	Apr	South	"Voice,Data"	Kerala	Week-16	20	3	45	36	91	83	57	91.5	2.31	199	2086.44	231	67.33	80.00
Retain	S0830	< 90 % Utilize	4/15/2021	Female	Apr	South	"Voice,Data"	Karnataka	Week-16	20	3	45	35	61	83	58	90.81	3	199	2523.62	202	35	77.78
Retain	S1506	< 90 % Utilize	4/13/2021	Female	Apr	South	"Voice,Data"	Tamil Nadu	Week-16	25	3	45	34	97	78	83	96.45	3	199	2059.44	258	34	75.56
Retain	S1525	< 90 % Utilize	4/2/2021	Female	Apr	South	"Voice,Data"	Tamil Nadu	Week-14	19	3	45	36	46	77	79	91.92	3	199	2353.33	202	51.5	80.00
Retain	S0823	< 90 % Utilize	4/13/2021	Female	Apr	South	"Voice,Data"	Karnataka	Week-16	26	3	45	29	81	75	82	96.95	3	199	2482.54	238	49.67	64.44
Retain	S1512	< 90 % Utilize	4/11/2021	Female	Apr	South	"Voice,Data"	Tamil Nadu	Week-16	20	3	45	30	70	40	57	92.75	3	199	2297.57	167	35	66.67
Retain	S0883	< 90 % Utilize	8/6/2021	Female	Aug	South	"Voice,Data"	Kerala	Week-32	18	3	45	31	62	91	67	96.69	2.71	199	1865.82	220	31.5	68.89
Retain	S0816	< 90 % Utilize	2/6/2021	Female	Feb	South	"Voice,Data"	Karnataka	Week-6	20	3	45	35	84	85	95	95.81	2.51	199	1873.79	264	40.67	77.78
Retain	S0898	< 90 % Utilize	2/9/2021	Female	Feb	South	"Voice,Data"	Kerala	Week-7	19	3	45	34	68	73	85	96.82	2.64	199	1930.19	226	49.6	75.56
Retain	S0880	< 90 % Utilize	1/10/2021	Female	Jan	South	"Voice,Data"	Kerala	Week-3	24	3	45	28	87	67	69	90.79	2.86	199	1933.87	223	48.4	62.22
Retain	S0818	< 90 % Utilize	6/10/2021	Female	Jun	South	"Voice,Data"	Karnataka	Week-24	20	3	45	36	72	97	57	96.45	2.78	199	1952.57	226	36	80.00
Retain	S0801	< 90 % Utilize	6/15/2021	Female	Jun	South	"Voice,Data"	Karnataka	Week-25	20	3	45	32	99	90	83	89.8	3	199	1900.84	272	32	71.11
Retain	S1521	< 90 % Utilize	6/16/2021	Female	Jun	South	"Voice,Data"	Tamil Nadu	Week-25	26	3	45	36	95	74	76	84.59	2.83	199	2689.27	245	18	80.00
Retain	S0830	< 90 % Utilize	6/14/2021	Female	Jun	South	"Voice,Data"	Karnataka	Week-25	20	3	45	30	90	66	86	87.38	2.32	199	2132.58	242	30	66.67
Retain	S0895	< 90 % Utilize	3/12/2021	Female	Mar	South	"Voice,Data"	Kerala	Week-11	20	3	45	31	76	86	75	97.51	2.41	199	1891.36	237	74.33	68.89
Retain	S1518	< 90 % Utilize	3/5/2021	Female	Mar	South	"Voice,Data"	Tamil Nadu	Week-10	18	3	45	30	82	56	96	91.67	2.58	199	2296.17	234	43.5	66.67
Retain	S0898	< 90 % Utilize	3/11/2021	Female	Mar	South	"Voice,Data"	Kerala	Week-11	19	3	45	31	53	67	69	97	2.62	199	2621.24	189	48.2	68.89
Retain	S0803	< 90 % Utilize	3/9/2021	Female	Mar	South	"Voice,Data"	Karnataka	Week-11	23	3	45	35	95	63	83	95.9	3	199	2733.15	241	34	77.78
Retain	S0816	< 90 % Utilize	5/7/2021	Female	May	South	"Voice,Data"	Karnataka	Week-19	20	3	45	34	82	54	50	89.99	2.62	199	2391.46	186	46.33	75.56
Retain	S0889	< 90 % Utilize	5/21/2021	Female	May	South	"Voice,Data"	Kerala	Week-21	20	3	45	29	44	93	89	97.36	2.84	199	1625.82	226	84.5	64.44
Retain	S0823	< 90 % Utilize	5/13/2021	Female	May	South	"Voice,Data"	Karnataka	Week-20	26	3	45	34	66	73	81	95.39	2.87	199	1959.72	220	58.33	75.56
Retain	S1512	< 90 % Utilize	5/11/2021	Female	May	South	"Voice,Data"	Tamil Nadu	Week-20	20	3	45	35	98	47	85	89.8	2.73	199	2199.34	230	37.5	77.78
Retain	S0942	< 90 % Utilize	11/15/2021	Female	Nov	South	"Voice,Data"	Kerala	Week-47	23	3	45	36	59	75	83	92.61	2.84	199	2404.38	217	63.5	80.00
Retain	S0801	< 90 % Utilize	10/13/2021	Female	Oct	South	"Voice,Data"	Karnataka	Week-42	20	3	45	33	83	99	99	91.99	3	199	2011.79	281	33	73.33
Retain	S1503	< 90 % Utilize	10/4/2021	Female	Oct	South	"Voice,Data"	Tamil Nadu	Week-41	23	3	45	28	94	65	75	95.97	2.32	199	1774.44	234	50.8	62.22
Retain	S0372	< 90 % Utilize	2/18/2021	Female	Feb	West	"Voice,Data"	Goa	Week-8	24	3	45	35	46	92	91	97.5	2.77	199	1921.71	229	35	77.78
Retain	S0372	< 90 % Utilize	1/19/2021	Female	Jan	West	"Voice,Data"	Goa	Week-4	24	3	45	28	70	91	63	92.88	2.68	199	2052.59	224	28	62.22
Retain	S0380	< 90 % Utilize	6/6/2021	Female	Jun	West	"Voice,Data"	Goa	Week-24	24	3	45	32	45	75	72	94.73	2.73	199	2042.65	192	32	71.11
Retain	S0390	< 90 % Utilize	6/7/2021	Female	Jun	West	"Voice,Data"	Goa	Week-24	26	3	45	28	85	54	80	88.4	2.32	199	1586.36	219	64.5	62.22
Retain	S0390	< 90 % Utilize	3/9/2021	Female	Mar	West	"Voice,Data"	Goa	Week-11	26	3	45	30	68	71	96	96.41	2.7	199	1890.38	235	65	66.67
Retain	S0390	< 90 % Utilize	9/5/2021	Female	Sep	West	"Voice,Data"	Goa	Week-37	26	3	45	28	95	53	99	90.45	2.66	199	2249.62	247	75.67	62.22
Retain	S1049	< 90 % Utilize	8/4/2021	Female	Aug	West	"Voice,Data"	Maharashtra	Week-32	26	3	45	34	92	42	53	89.46	2.69	199	2139.55	187	53.83	75.56
Retain	S1066	< 90 % Utilize	2/1/2021	Female	Feb	West	"Voice,Data"	Maharashtra	Week-6	26	3	45	31	65	78	93	95.94	2.59	199	2464.26	236	58.2	68.89
Retain	S1041	< 90 % Utilize	1/15/2021	Female	Jan	West	"Voice,Data"	Maharashtra	Week-3	18	3	45	35	83	57	58	93.31	3	199	1980.7	198	55.33	77.78
Retain	S1048	< 90 % Utilize	7/4/2021	Female	Jul	West	"Voice,Data"	Maharashtra	Week-28	21	3	45	34	69	72	93	87.62	2.73	199	1838.64	234	38.8	75.56
Retain	S1058	< 90 % Utilize	6/5/2021	Female	Jun	West	"Voice,Data"	Maharashtra	Week-23	24	3	45	34	58	51	57	93.36	2.6	199	2701.52	166	70.67	75.56
Retain	S1059	< 90 % Utilize	6/5/2021	Female	Jun	West	"Voice,Data"	Maharashtra	Week-23	23	3	45	35	62	91	97	87.86	2.32	199	2024.59	250	70.67	77.78
Retain	S1041	< 90 % Utilize	6/14/2021	Female	Jun	West	"Voice,Data"	Maharashtra	Week-25	18	3	45	33	99	86	67	92.35	2.78	199	2754.36	252	56.67	73.33
Retain	S1038	< 90 % Utilize	3/13/2021	Female	Mar	West	"Voice,Data"	Maharashtra	Week-11	22	3	45	29	70	80	51	92.82	2.45	199	1862.83	201	29	64.44
Retain	S1116	< 90 % Utilize	11/7/2021	Female	Nov	West	"Voice,Data"	Maharashtra	Week-46	25	3	45	34	73	42	79	96.86	2.36	199	1802.37	194	34	75.56
Retain	S1054	< 90 % Utilize	11/17/2021	Female	Nov	West	"Voice,Data"	Maharashtra	Week-47	23	3	45	29	43	51	77	89.46	2.38	199	2738.79	171	80.5	64.44
Retain	S1066	< 90 % Utilize	9/3/2021	Female	Sep	West	"Voice,Data"	Maharashtra	Week-36	26	3	45	29	65	41	68	89.52	2.82	199	2280.89	174	53	64.44
Retain	S1059	< 90 % Utilize	9/3/2021	Female	Sep	West	"Voice,Data"	Maharashtra	Week-36	23	3	45	30	46	73	89	97.71	2.35	199	2711.6	208	53	66.67
Retain	S0442	< 90 % Utilize	4/17/2021	Female	Apr	West	"Voice,Data"	Gujarat	Week-16	22	3	45	35	40	87	94	92.57	2.66	199	2295.53	221	46.67	77.78
Retain	S0454	< 90 % Utilize	4/15/2021	Female	Apr	West	"Voice,Data"	Gujarat	Week-16	22	3	45	28	81	90	88	94.66	2.89	199	2049.8	259	28	62.22
Retain	S0444	< 90 % Utilize	4/4/2021	Female	Apr	West	"Voice,Data"	Gujarat	Week-15	24	3	45	31	59	79	97	91.85	2.36	199	1949.29	235	60.33	68.89
Retain	S0454	< 90 % Utilize	8/13/2021	Female	Aug	West	"Voice,Data"	Gujarat	Week-33	22	3	45	31	82	41	80	88.89	2.54	199	1859.36	203	30	68.89
Retain	S0442	< 90 % Utilize	1/17/2021	Female	Jan	West	"Voice,Data"	Gujarat	Week-4	22	3	45	31	94	64	94	97.68	2.33	199	1987.22	252	46	68.89
Retain	S0444	< 90 % Utilize	6/3/2021	Female	Jun	West	"Voice,Data"	Gujarat	Week-23	24	3	45	30	54	41	99	94.41	2.32	199	2408.32	194	58	66.67
Retain	S0448	< 90 % Utilize	5/6/2021	Female	May	West	"Voice,Data"	Gujarat	Week-19	22	3	45	35	94	89	54	93.71	2.46	199	2519.73	237	62.33	77.78
Retain	S0467	< 90 % Utilize	5/23/2021	Female	May	West	"Voice,Data"	Gujarat	Week-22	26	3	45	33	44	76	69	96.97	2.3	199	2104.7	189	80	73.33
Retain	S0471	< 90 % Utilize	5/24/2021	Female	May	West	"Voice,Data"	Gujarat	Week-22	24	3	45	34	82	50	95	89.63	2.6	199	1864.37	227	66.33	75.56
