Account Type,Affiliated Account,Mdm Id (Hospital Name.csv),HCPs Count
HCO,Ronald Reagan UCLA Medical Center,10012722,18
HCO,Ronald Reagan UCLA Medical Center,10012841,18
HCO,Ronald Reagan UCLA Medical Center,10018460,18
HCO,Ronald Reagan UCLA Medical Center,10018474,18
HCO,Ronald Reagan UCLA Medical Center,10018600,18
HCO,Ronald Reagan UCLA Medical Center,10018747,18
HCO,Ronald Reagan UCLA Medical Center,10019111,18
HCO,Ronald Reagan UCLA Medical Center,10019181,18
HCO,Ronald Reagan UCLA Medical Center,10019314,18
HCO,Ronald Reagan UCLA Medical Center,10019552,18
HCO,Ronald Reagan UCLA Medical Center,10019678,18
HCO,Ronald Reagan UCLA Medical Center,10019762,18
HCO,Ronald Reagan UCLA Medical Center,10020161,18
HCO,Ronald Reagan UCLA Medical Center,10020294,18
HCO,Ronald Reagan UCLA Medical Center,10020441,18
HCO,Rush University Medical Center,10009075,22
HCO,Rush University Medical Center,10009369,22
HCO,Rush University Medical Center,10009565,22
HCO,Rush University Medical Center,10009733,22
HCO,Rush University Medical Center,10009768,22
HCO,Rush University Medical Center,10009999,22
HCO,Rush University Medical Center,10010111,22
HCO,Rush University Medical Center,10010419,22
HCO,Rush University Medical Center,10010538,22
HCO,Rush University Medical Center,10010601,22
HCO,Rush University Medical Center,10010790,22
HCO,Rush University Medical Center,10010867,22
HCO,Rush University Medical Center,10010895,22
HCO,Rush University Medical Center,10010965,22
HCO,Rush University Medical Center,10012092,22
HCO,Rush University Medical Center,10012113,22
HCO,Rush University Medical Center,10012288,22
HCO,Rush University Medical Center,10012624,22
HCO,Rush University Medical Center,10012974,22
HCO,Rush University Medical Center,10013121,22
HCO,Rush University Medical Center,10018327,22
HCO,Rush University Medical Center,10018691,22
HCO,Rush University Medical Center,10018831,22
HCO,Rush University Medical Center,10020182,22
HCO,Rush University Medical Center,10020399,22
HCO,Stanford Health Care-Stanford Hospital,10010013,22
HCO,Stanford Health Care-Stanford Hospital,10010272,22
HCO,Stanford Health Care-Stanford Hospital,10010776,22
HCO,Stanford Health Care-Stanford Hospital,10010825,22
HCO,Stanford Health Care-Stanford Hospital,10011210,22
HCO,Stanford Health Care-Stanford Hospital,10011217,22
HCO,Stanford Health Care-Stanford Hospital,10011784,22
HCO,Stanford Health Care-Stanford Hospital,10011903,22
HCO,Stanford Health Care-Stanford Hospital,10012407,22
HCO,Stanford Health Care-Stanford Hospital,10012764,22
HCO,Stanford Health Care-Stanford Hospital,10012834,22
HCO,Stanford Health Care-Stanford Hospital,10013163,22
HCO,Stanford Health Care-Stanford Hospital,10013184,22
HCO,Stanford Health Care-Stanford Hospital,10018278,22
HCO,Stanford Health Care-Stanford Hospital,10018698,22
HCO,Stanford Health Care-Stanford Hospital,10019097,22
HCO,Stanford Health Care-Stanford Hospital,10019349,22
HCO,Stanford Health Care-Stanford Hospital,10019601,22
HCO,Stanford Health Care-Stanford Hospital,10019622,22
HCO,Stanford Health Care-Stanford Hospital,10019650,22
HCO,Stanford Health Care-Stanford Hospital,10019685,22
HCO,Stanford Health Care-Stanford Hospital,10019699,22
HCO,Stanford Health Care-Stanford Hospital,10020000,22
HCO,Stanford Health Care-Stanford Hospital,10020084,22
HCO,Stanford Health Care-Stanford Hospital,10020322,22
HCO,University of Colorado Hospital,10009173,22
HCO,University of Colorado Hospital,10009180,22
HCO,University of Colorado Hospital,10009187,22
HCO,University of Colorado Hospital,10009383,22
HCO,University of Colorado Hospital,10010447,22
HCO,University of Colorado Hospital,10011056,22
HCO,University of Colorado Hospital,10011133,22
HCO,University of Colorado Hospital,10011147,22
HCO,University of Colorado Hospital,10011546,22
HCO,University of Colorado Hospital,10011560,22
HCO,University of Colorado Hospital,10012029,22
HCO,University of Colorado Hospital,10012204,22
HCO,University of Colorado Hospital,10012386,22
HCO,University of Colorado Hospital,10012449,22
HCO,University of Colorado Hospital,10012715,22
HCO,University of Colorado Hospital,10012855,22
HCO,University of Colorado Hospital,10018460,22
HCO,University of Colorado Hospital,10018712,22
HCO,University of Colorado Hospital,10018719,22
HCO,University of Colorado Hospital,10019041,22
HCO,University of Colorado Hospital,10019391,22
HCO,University of Colorado Hospital,10019671,22
HCO,University of Colorado Hospital,10020462,22
HCO,University of Colorado Hospital,10020476,22
HCO,University of Colorado Hospital,10020798,22
HCO,University of Colorado Hospital,10021384,22
HCO,Cleveland Clinic,10009208,23
HCO,Cleveland Clinic,10009502,23
HCO,Cleveland Clinic,10009607,23
HCO,Cleveland Clinic,10009614,23
HCO,Cleveland Clinic,10009922,23
HCO,Cleveland Clinic,10010188,23
HCO,Cleveland Clinic,10010286,23
HCO,Cleveland Clinic,10010384,23
HCO,Cleveland Clinic,10010559,23
HCO,Cleveland Clinic,10010937,23
HCO,Cleveland Clinic,10011203,23
HCO,Cleveland Clinic,10011336,23
HCO,Cleveland Clinic,10011448,23
HCO,Cleveland Clinic,10011567,23
HCO,Cleveland Clinic,10012351,23
HCO,Cleveland Clinic,10012365,23
HCO,Cleveland Clinic,10012442,23
HCO,Cleveland Clinic,10012827,23
HCO,Cleveland Clinic,10013037,23
HCO,Cleveland Clinic,10013219,23
HCO,Cleveland Clinic,10018320,23
HCO,Cleveland Clinic,10018418,23
HCO,Cleveland Clinic,10018537,23
HCO,Cleveland Clinic,10018558,23
HCO,Cleveland Clinic,10018733,23
HCO,Cleveland Clinic,10018824,23
HCO,Cleveland Clinic,10018880,23
HCO,Cleveland Clinic,10018929,23
HCO,Cleveland Clinic,10019293,23
HCO,Cleveland Clinic,10019349,23
HCO,Cleveland Clinic,10020154,23
HCO,Cleveland Clinic,10020420,23
HCO,Cleveland Clinic,10020455,23
HCO,Cleveland Clinic,10020644,23
HCO,Cleveland Clinic,10020707,23
HCO,The Mount Sinai Hospital,10009082,23
HCO,The Mount Sinai Hospital,10009383,23
HCO,The Mount Sinai Hospital,10009705,23
HCO,The Mount Sinai Hospital,10009831,23
HCO,The Mount Sinai Hospital,10010482,23
HCO,The Mount Sinai Hospital,10010573,23
HCO,The Mount Sinai Hospital,10010664,23
HCO,The Mount Sinai Hospital,10010804,23
HCO,The Mount Sinai Hospital,10010818,23
HCO,The Mount Sinai Hospital,10011266,23
HCO,The Mount Sinai Hospital,10012057,23
HCO,The Mount Sinai Hospital,10012358,23
HCO,The Mount Sinai Hospital,10012547,23
HCO,The Mount Sinai Hospital,10012827,23
HCO,The Mount Sinai Hospital,10013149,23
HCO,The Mount Sinai Hospital,10013170,23
HCO,The Mount Sinai Hospital,10018292,23
HCO,The Mount Sinai Hospital,10018397,23
HCO,The Mount Sinai Hospital,10018509,23
HCO,The Mount Sinai Hospital,10018768,23
HCO,The Mount Sinai Hospital,10019027,23
HCO,The Mount Sinai Hospital,10019265,23
HCO,The Mount Sinai Hospital,10019300,23
HCO,The Mount Sinai Hospital,10019342,23
HCO,The Mount Sinai Hospital,10019412,23
HCO,The Mount Sinai Hospital,10019713,23
HCO,The Mount Sinai Hospital,10019867,23
HCO,The Mount Sinai Hospital,10019972,23
HCO,The Mount Sinai Hospital,10020315,23
HCO,The Mount Sinai Hospital,10020378,23
HCO,The Mount Sinai Hospital,10020735,23
HCO,University of Michigan Hospitals - Michigan Medicine,10009425,23
HCO,University of Michigan Hospitals - Michigan Medicine,10009495,23
HCO,University of Michigan Hospitals - Michigan Medicine,10009754,23
HCO,University of Michigan Hospitals - Michigan Medicine,10010293,23
HCO,University of Michigan Hospitals - Michigan Medicine,10010342,23
HCO,University of Michigan Hospitals - Michigan Medicine,10010734,23
HCO,University of Michigan Hospitals - Michigan Medicine,10010755,23
HCO,University of Michigan Hospitals - Michigan Medicine,10010846,23
HCO,University of Michigan Hospitals - Michigan Medicine,10011070,23
HCO,University of Michigan Hospitals - Michigan Medicine,10011196,23
HCO,University of Michigan Hospitals - Michigan Medicine,10011406,23
HCO,University of Michigan Hospitals - Michigan Medicine,10011504,23
HCO,University of Michigan Hospitals - Michigan Medicine,10011532,23
HCO,University of Michigan Hospitals - Michigan Medicine,10011693,23
HCO,University of Michigan Hospitals - Michigan Medicine,10011868,23
HCO,University of Michigan Hospitals - Michigan Medicine,10011924,23
HCO,University of Michigan Hospitals - Michigan Medicine,10011987,23
HCO,University of Michigan Hospitals - Michigan Medicine,10012932,23
HCO,University of Michigan Hospitals - Michigan Medicine,10012967,23
HCO,University of Michigan Hospitals - Michigan Medicine,10012995,23
HCO,University of Michigan Hospitals - Michigan Medicine,10013212,23
HCO,University of Michigan Hospitals - Michigan Medicine,10013226,23
HCO,University of Michigan Hospitals - Michigan Medicine,10018180,23
HCO,University of Michigan Hospitals - Michigan Medicine,10018467,23
HCO,University of Michigan Hospitals - Michigan Medicine,10019314,23
HCO,University of Michigan Hospitals - Michigan Medicine,10019363,23
HCO,University of Michigan Hospitals - Michigan Medicine,10019377,23
HCO,University of Michigan Hospitals - Michigan Medicine,10019734,23
HCO,University of Michigan Hospitals - Michigan Medicine,10019881,23
HCO,Barnes-Jewish Hospital,10009446,24
HCO,Barnes-Jewish Hospital,10009691,24
HCO,Barnes-Jewish Hospital,10009775,24
HCO,Barnes-Jewish Hospital,10010069,24
HCO,Barnes-Jewish Hospital,10010125,24
HCO,Barnes-Jewish Hospital,10010188,24
HCO,Barnes-Jewish Hospital,10010769,24
HCO,Barnes-Jewish Hospital,10011812,24
HCO,Barnes-Jewish Hospital,10011903,24
HCO,Barnes-Jewish Hospital,10011938,24
HCO,Barnes-Jewish Hospital,10012225,24
HCO,Barnes-Jewish Hospital,10012295,24
HCO,Barnes-Jewish Hospital,10012533,24
HCO,Barnes-Jewish Hospital,10012582,24
HCO,Barnes-Jewish Hospital,10012617,24
HCO,Barnes-Jewish Hospital,10012638,24
HCO,Barnes-Jewish Hospital,10012750,24
HCO,Barnes-Jewish Hospital,10012904,24
HCO,Barnes-Jewish Hospital,10012911,24
HCO,Barnes-Jewish Hospital,10018593,24
HCO,Barnes-Jewish Hospital,10018670,24
HCO,Barnes-Jewish Hospital,10018719,24
HCO,Barnes-Jewish Hospital,10018845,24
HCO,Barnes-Jewish Hospital,10018915,24
HCO,Barnes-Jewish Hospital,10019020,24
HCO,Barnes-Jewish Hospital,10019391,24
HCO,Barnes-Jewish Hospital,10019398,24
HCO,Barnes-Jewish Hospital,10019790,24
HCO,Barnes-Jewish Hospital,10019811,24
HCO,Barnes-Jewish Hospital,10020854,24
HCO,Cedars-Sinai Medical Center,10009411,24
HCO,Cedars-Sinai Medical Center,10009684,24
HCO,Cedars-Sinai Medical Center,10009761,24
HCO,Cedars-Sinai Medical Center,10009768,24
HCO,Cedars-Sinai Medical Center,10009943,24
HCO,Cedars-Sinai Medical Center,10010048,24
HCO,Cedars-Sinai Medical Center,10010433,24
HCO,Cedars-Sinai Medical Center,10010643,24
HCO,Cedars-Sinai Medical Center,10011301,24
HCO,Cedars-Sinai Medical Center,10011357,24
HCO,Cedars-Sinai Medical Center,10011364,24
HCO,Cedars-Sinai Medical Center,10011770,24
HCO,Cedars-Sinai Medical Center,10011868,24
HCO,Cedars-Sinai Medical Center,10011903,24
HCO,Cedars-Sinai Medical Center,10012127,24
HCO,Cedars-Sinai Medical Center,10012218,24
HCO,Cedars-Sinai Medical Center,10012757,24
HCO,Cedars-Sinai Medical Center,10012813,24
HCO,Cedars-Sinai Medical Center,10012869,24
HCO,Cedars-Sinai Medical Center,10018922,24
HCO,Cedars-Sinai Medical Center,10019489,24
HCO,Cedars-Sinai Medical Center,10019496,24
HCO,Cedars-Sinai Medical Center,10019643,24
HCO,Cedars-Sinai Medical Center,10020035,24
HCO,Cedars-Sinai Medical Center,10020133,24
HCO,Cedars-Sinai Medical Center,10020147,24
HCO,Cedars-Sinai Medical Center,10020497,24
HCO,Cedars-Sinai Medical Center,10020672,24
HCO,Cedars-Sinai Medical Center,10020791,24
HCO,Ohio State University Wexner Medical Center,10009271,24
HCO,Ohio State University Wexner Medical Center,10010405,24
HCO,Ohio State University Wexner Medical Center,10010671,24
HCO,Ohio State University Wexner Medical Center,10011007,24
HCO,Ohio State University Wexner Medical Center,10011021,24
HCO,Ohio State University Wexner Medical Center,10011350,24
HCO,Ohio State University Wexner Medical Center,10011581,24
HCO,Ohio State University Wexner Medical Center,10011588,24
HCO,Ohio State University Wexner Medical Center,10011952,24
HCO,Ohio State University Wexner Medical Center,10012323,24
HCO,Ohio State University Wexner Medical Center,10012505,24
HCO,Ohio State University Wexner Medical Center,10012645,24
HCO,Ohio State University Wexner Medical Center,10012680,24
HCO,Ohio State University Wexner Medical Center,10012953,24
HCO,Ohio State University Wexner Medical Center,10013051,24
HCO,Ohio State University Wexner Medical Center,10013086,24
HCO,Ohio State University Wexner Medical Center,10018446,24
HCO,Ohio State University Wexner Medical Center,10018705,24
HCO,Ohio State University Wexner Medical Center,10018754,24
HCO,Ohio State University Wexner Medical Center,10018775,24
HCO,Ohio State University Wexner Medical Center,10019335,24
HCO,Ohio State University Wexner Medical Center,10019342,24
HCO,Ohio State University Wexner Medical Center,10019384,24
HCO,Ohio State University Wexner Medical Center,10019930,24
HCO,Ohio State University Wexner Medical Center,10020175,24
HCO,Ohio State University Wexner Medical Center,10020238,24
HCO,Ohio State University Wexner Medical Center,10020812,24
HCO,Ohio State University Wexner Medical Center,10020861,24
HCO,Torrance Memorial Medical Center,10009194,24
HCO,Torrance Memorial Medical Center,10009712,24
HCO,Torrance Memorial Medical Center,10009922,24
HCO,Torrance Memorial Medical Center,10010139,24
HCO,Torrance Memorial Medical Center,10010657,24
HCO,Torrance Memorial Medical Center,10010699,24
HCO,Torrance Memorial Medical Center,10011336,24
HCO,Torrance Memorial Medical Center,10011623,24
HCO,Torrance Memorial Medical Center,10011644,24
HCO,Torrance Memorial Medical Center,10011777,24
HCO,Torrance Memorial Medical Center,10011987,24
HCO,Torrance Memorial Medical Center,10012288,24
HCO,Torrance Memorial Medical Center,10012295,24
HCO,Torrance Memorial Medical Center,10012617,24
HCO,Torrance Memorial Medical Center,10012652,24
HCO,Torrance Memorial Medical Center,10012939,24
HCO,Torrance Memorial Medical Center,10013219,24
HCO,Torrance Memorial Medical Center,10018320,24
HCO,Torrance Memorial Medical Center,10018768,24
HCO,Torrance Memorial Medical Center,10018964,24
HCO,Torrance Memorial Medical Center,10019384,24
HCO,Torrance Memorial Medical Center,10019587,24
HCO,Torrance Memorial Medical Center,10019888,24
HCO,Torrance Memorial Medical Center,10020434,24
HCO,Torrance Memorial Medical Center,10020861,24
HCO,Torrance Memorial Medical Center,10021041,24
HCO,Torrance Memorial Medical Center,10021216,24
HCO,UAB Hospital,10009068,24
HCO,UAB Hospital,10009432,24
HCO,UAB Hospital,10009915,24
HCO,UAB Hospital,10009929,24
HCO,UAB Hospital,10010258,24
HCO,UAB Hospital,10010552,24
HCO,UAB Hospital,10010671,24
HCO,UAB Hospital,10010678,24
HCO,UAB Hospital,10011637,24
HCO,UAB Hospital,10011777,24
HCO,UAB Hospital,10011840,24
HCO,UAB Hospital,10011987,24
HCO,UAB Hospital,10012120,24
HCO,UAB Hospital,10012246,24
HCO,UAB Hospital,10012260,24
HCO,UAB Hospital,10012806,24
HCO,UAB Hospital,10013107,24
HCO,UAB Hospital,10018789,24
HCO,UAB Hospital,10018901,24
HCO,UAB Hospital,10019776,24
HCO,UAB Hospital,10019797,24
HCO,UAB Hospital,10020693,24
HCO,UAB Hospital,10020721,24
HCO,UAB Hospital,10020735,24
HCO,Beth Israel Deaconess Medical Center,10009089,25
HCO,Beth Israel Deaconess Medical Center,10009341,25
HCO,Beth Israel Deaconess Medical Center,10009446,25
HCO,Beth Israel Deaconess Medical Center,10009537,25
HCO,Beth Israel Deaconess Medical Center,10009740,25
HCO,Beth Israel Deaconess Medical Center,10009754,25
HCO,Beth Israel Deaconess Medical Center,10009761,25
HCO,Beth Israel Deaconess Medical Center,10010083,25
HCO,Beth Israel Deaconess Medical Center,10010377,25
HCO,Beth Israel Deaconess Medical Center,10010727,25
HCO,Beth Israel Deaconess Medical Center,10011098,25
HCO,Beth Israel Deaconess Medical Center,10011301,25
HCO,Beth Israel Deaconess Medical Center,10011427,25
HCO,Beth Israel Deaconess Medical Center,10011567,25
HCO,Beth Israel Deaconess Medical Center,10012099,25
HCO,Beth Israel Deaconess Medical Center,10012645,25
HCO,Beth Israel Deaconess Medical Center,10018572,25
HCO,Beth Israel Deaconess Medical Center,10018775,25
HCO,Beth Israel Deaconess Medical Center,10018831,25
HCO,Beth Israel Deaconess Medical Center,10019356,25
HCO,Beth Israel Deaconess Medical Center,10019538,25
HCO,Beth Israel Deaconess Medical Center,10019762,25
HCO,Beth Israel Deaconess Medical Center,10019769,25
HCO,Beth Israel Deaconess Medical Center,10019874,25
HCO,Beth Israel Deaconess Medical Center,10020049,25
HCO,Beth Israel Deaconess Medical Center,10020441,25
HCO,Beth Israel Deaconess Medical Center,10020623,25
HCO,Beth Israel Deaconess Medical Center,10020651,25
HCO,Beth Israel Deaconess Medical Center,10021160,25
HCO,Hospitals of the University of Pennsylvania - Penn Presbyterian,10009376,26
HCO,Hospitals of the University of Pennsylvania - Penn Presbyterian,10009796,26
HCO,Hospitals of the University of Pennsylvania - Penn Presbyterian,10009859,26
HCO,Hospitals of the University of Pennsylvania - Penn Presbyterian,10010020,26
HCO,Hospitals of the University of Pennsylvania - Penn Presbyterian,10010111,26
HCO,Hospitals of the University of Pennsylvania - Penn Presbyterian,10010300,26
HCO,Hospitals of the University of Pennsylvania - Penn Presbyterian,10010783,26
HCO,Hospitals of the University of Pennsylvania - Penn Presbyterian,10011049,26
HCO,Hospitals of the University of Pennsylvania - Penn Presbyterian,10011105,26
HCO,Hospitals of the University of Pennsylvania - Penn Presbyterian,10011287,26
HCO,Hospitals of the University of Pennsylvania - Penn Presbyterian,10011287,26
HCO,Hospitals of the University of Pennsylvania - Penn Presbyterian,10011651,26
HCO,Hospitals of the University of Pennsylvania - Penn Presbyterian,10012302,26
HCO,Hospitals of the University of Pennsylvania - Penn Presbyterian,10012456,26
HCO,Hospitals of the University of Pennsylvania - Penn Presbyterian,10012519,26
HCO,Hospitals of the University of Pennsylvania - Penn Presbyterian,10012918,26
HCO,Hospitals of the University of Pennsylvania - Penn Presbyterian,10013002,26
HCO,Hospitals of the University of Pennsylvania - Penn Presbyterian,10018236,26
HCO,Hospitals of the University of Pennsylvania - Penn Presbyterian,10018376,26
HCO,Hospitals of the University of Pennsylvania - Penn Presbyterian,10018761,26
HCO,Hospitals of the University of Pennsylvania - Penn Presbyterian,10019041,26
HCO,Hospitals of the University of Pennsylvania - Penn Presbyterian,10019118,26
HCO,Hospitals of the University of Pennsylvania - Penn Presbyterian,10019426,26
HCO,Hospitals of the University of Pennsylvania - Penn Presbyterian,10020560,26
HCO,Hospitals of the University of Pennsylvania - Penn Presbyterian,10021314,26
HCO,Mayo Clinic - Phoenix,10009075,26
HCO,Mayo Clinic - Phoenix,10009649,26
HCO,Mayo Clinic - Phoenix,10009803,26
HCO,Mayo Clinic - Phoenix,10010090,26
HCO,Mayo Clinic - Phoenix,10010713,26
HCO,Mayo Clinic - Phoenix,10010741,26
HCO,Mayo Clinic - Phoenix,10011483,26
HCO,Mayo Clinic - Phoenix,10011504,26
HCO,Mayo Clinic - Phoenix,10011574,26
HCO,Mayo Clinic - Phoenix,10011735,26
HCO,Mayo Clinic - Phoenix,10011812,26
HCO,Mayo Clinic - Phoenix,10012183,26
HCO,Mayo Clinic - Phoenix,10012435,26
HCO,Mayo Clinic - Phoenix,10012449,26
HCO,Mayo Clinic - Phoenix,10012477,26
HCO,Mayo Clinic - Phoenix,10012561,26
HCO,Mayo Clinic - Phoenix,10012652,26
HCO,Mayo Clinic - Phoenix,10012659,26
HCO,Mayo Clinic - Phoenix,10013023,26
HCO,Mayo Clinic - Phoenix,10013135,26
HCO,Mayo Clinic - Phoenix,10013240,26
HCO,Mayo Clinic - Phoenix,10018859,26
HCO,Mayo Clinic - Phoenix,10018922,26
HCO,Mayo Clinic - Phoenix,10019671,26
HCO,Mayo Clinic - Phoenix,10019888,26
HCO,Mayo Clinic - Phoenix,10019909,26
HCO,Mayo Clinic - Phoenix,10020084,26
HCO,Mayo Clinic - Phoenix,10020196,26
HCO,Mayo Clinic - Phoenix,10020357,26
HCO,Mayo Clinic - Phoenix,10020700,26
HCO,Mayo Clinic - Phoenix,10020707,26
HCO,Mayo Clinic - Phoenix,10021139,26
HCO,Mayo Clinic - Rochester,10009446,26
HCO,Mayo Clinic - Rochester,10009768,26
HCO,Mayo Clinic - Rochester,10009943,26
HCO,Mayo Clinic - Rochester,10010629,26
HCO,Mayo Clinic - Rochester,10010657,26
HCO,Mayo Clinic - Rochester,10010678,26
HCO,Mayo Clinic - Rochester,10010748,26
HCO,Mayo Clinic - Rochester,10011063,26
HCO,Mayo Clinic - Rochester,10011077,26
HCO,Mayo Clinic - Rochester,10011091,26
HCO,Mayo Clinic - Rochester,10011490,26
HCO,Mayo Clinic - Rochester,10011854,26
HCO,Mayo Clinic - Rochester,10011903,26
HCO,Mayo Clinic - Rochester,10011973,26
HCO,Mayo Clinic - Rochester,10012260,26
HCO,Mayo Clinic - Rochester,10012491,26
HCO,Mayo Clinic - Rochester,10013156,26
HCO,Mayo Clinic - Rochester,10018376,26
HCO,Mayo Clinic - Rochester,10018523,26
HCO,Mayo Clinic - Rochester,10018908,26
HCO,Mayo Clinic - Rochester,10019034,26
HCO,Mayo Clinic - Rochester,10019216,26
HCO,Mayo Clinic - Rochester,10019419,26
HCO,Mayo Clinic - Rochester,10019692,26
HCO,Mayo Clinic - Rochester,10020476,26
HCO,Mayo Clinic - Rochester,10020532,26
HCO,Mayo Clinic - Rochester,10020826,26
HCO,UCSF Medical Center,10009292,26
HCO,UCSF Medical Center,10009355,26
HCO,UCSF Medical Center,10009397,26
HCO,UCSF Medical Center,10009453,26
HCO,UCSF Medical Center,10010076,26
HCO,UCSF Medical Center,10010118,26
HCO,UCSF Medical Center,10010223,26
HCO,UCSF Medical Center,10010286,26
HCO,UCSF Medical Center,10010545,26
HCO,UCSF Medical Center,10010909,26
HCO,UCSF Medical Center,10011175,26
HCO,UCSF Medical Center,10011693,26
HCO,UCSF Medical Center,10011798,26
HCO,UCSF Medical Center,10012519,26
HCO,UCSF Medical Center,10012813,26
HCO,UCSF Medical Center,10013030,26
HCO,UCSF Medical Center,10013058,26
HCO,UCSF Medical Center,10013058,26
HCO,UCSF Medical Center,10018313,26
HCO,UCSF Medical Center,10018404,26
HCO,UCSF Medical Center,10018656,26
HCO,UCSF Medical Center,10018677,26
HCO,UCSF Medical Center,10019853,26
HCO,UCSF Medical Center,10019958,26
HCO,UCSF Medical Center,10020147,26
HCO,UCSF Medical Center,10020182,26
HCO,UCSF Medical Center,10020406,26
HCO,UCSF Medical Center,10020518,26
HCO,UCSF Medical Center,10020588,26
HCO,UCSF Medical Center,10020672,26
HCO,UCSF Medical Center,10020756,26
HCO,University of Kansas Hospital,10009229,26
HCO,University of Kansas Hospital,10009572,26
HCO,University of Kansas Hospital,10009796,26
HCO,University of Kansas Hospital,10010531,26
HCO,University of Kansas Hospital,10010860,26
HCO,University of Kansas Hospital,10011140,26
HCO,University of Kansas Hospital,10011343,26
HCO,University of Kansas Hospital,10011357,26
HCO,University of Kansas Hospital,10011602,26
HCO,University of Kansas Hospital,10011805,26
HCO,University of Kansas Hospital,10011847,26
HCO,University of Kansas Hospital,10012001,26
HCO,University of Kansas Hospital,10012120,26
HCO,University of Kansas Hospital,10012806,26
HCO,University of Kansas Hospital,10012848,26
HCO,University of Kansas Hospital,10012988,26
HCO,University of Kansas Hospital,10013044,26
HCO,University of Kansas Hospital,10018299,26
HCO,University of Kansas Hospital,10018369,26
HCO,University of Kansas Hospital,10018376,26
HCO,University of Kansas Hospital,10018495,26
HCO,University of Kansas Hospital,10018747,26
HCO,University of Kansas Hospital,10018824,26
HCO,University of Kansas Hospital,10019146,26
HCO,University of Kansas Hospital,10019195,26
HCO,University of Kansas Hospital,10020112,26
HCO,University of Kansas Hospital,10020357,26
HCO,University of Kansas Hospital,10020483,26
HCO,University of Kansas Hospital,10020840,26
HCO,University of Kansas Hospital,10021055,26
HCO,Baylor University Medical Center,10009383,27
HCO,Baylor University Medical Center,10009558,27
HCO,Baylor University Medical Center,10009670,27
HCO,Baylor University Medical Center,10009831,27
HCO,Baylor University Medical Center,10009838,27
HCO,Baylor University Medical Center,10009894,27
HCO,Baylor University Medical Center,10009999,27
HCO,Baylor University Medical Center,10010293,27
HCO,Baylor University Medical Center,10010377,27
HCO,Baylor University Medical Center,10010398,27
HCO,Baylor University Medical Center,10010503,27
HCO,Baylor University Medical Center,10011168,27
HCO,Baylor University Medical Center,10011399,27
HCO,Baylor University Medical Center,10011574,27
HCO,Baylor University Medical Center,10011875,27
HCO,Baylor University Medical Center,10012134,27
HCO,Baylor University Medical Center,10012337,27
HCO,Baylor University Medical Center,10012624,27
HCO,Baylor University Medical Center,10012806,27
HCO,Baylor University Medical Center,10012855,27
HCO,Baylor University Medical Center,10012869,27
HCO,Baylor University Medical Center,10012981,27
HCO,Baylor University Medical Center,10013114,27
HCO,Baylor University Medical Center,10013247,27
HCO,Baylor University Medical Center,10018369,27
HCO,Baylor University Medical Center,10018558,27
HCO,Baylor University Medical Center,10018978,27
HCO,Baylor University Medical Center,10019216,27
HCO,Baylor University Medical Center,10019307,27
HCO,Baylor University Medical Center,10020224,27
HCO,Baylor University Medical Center,10020847,27
HCO,Duke University Hospital,10009817,27
HCO,Duke University Hospital,10010111,27
HCO,Duke University Hospital,10010237,27
HCO,Duke University Hospital,10010244,27
HCO,Duke University Hospital,10010706,27
HCO,Duke University Hospital,10010979,27
HCO,Duke University Hospital,10011119,27
HCO,Duke University Hospital,10011168,27
HCO,Duke University Hospital,10011294,27
HCO,Duke University Hospital,10011378,27
HCO,Duke University Hospital,10011574,27
HCO,Duke University Hospital,10011756,27
HCO,Duke University Hospital,10011966,27
HCO,Duke University Hospital,10012113,27
HCO,Duke University Hospital,10012120,27
HCO,Duke University Hospital,10012141,27
HCO,Duke University Hospital,10012421,27
HCO,Duke University Hospital,10012890,27
HCO,Duke University Hospital,10013177,27
HCO,Duke University Hospital,10013205,27
HCO,Duke University Hospital,10018285,27
HCO,Duke University Hospital,10018670,27
HCO,Duke University Hospital,10018782,27
HCO,Duke University Hospital,10019160,27
HCO,Duke University Hospital,10019349,27
HCO,Duke University Hospital,10019517,27
HCO,Duke University Hospital,10019762,27
HCO,Duke University Hospital,10019923,27
HCO,Duke University Hospital,10020364,27
HCO,Vanderbilt University Medical Center,10009159,27
HCO,Vanderbilt University Medical Center,10009201,27
HCO,Vanderbilt University Medical Center,10009236,27
HCO,Vanderbilt University Medical Center,10009257,27
HCO,Vanderbilt University Medical Center,10009264,27
HCO,Vanderbilt University Medical Center,10009404,27
HCO,Vanderbilt University Medical Center,10009502,27
HCO,Vanderbilt University Medical Center,10009845,27
HCO,Vanderbilt University Medical Center,10009957,27
HCO,Vanderbilt University Medical Center,10010412,27
HCO,Vanderbilt University Medical Center,10010524,27
HCO,Vanderbilt University Medical Center,10010888,27
HCO,Vanderbilt University Medical Center,10011084,27
HCO,Vanderbilt University Medical Center,10011294,27
HCO,Vanderbilt University Medical Center,10011308,27
HCO,Vanderbilt University Medical Center,10011364,27
HCO,Vanderbilt University Medical Center,10011476,27
HCO,Vanderbilt University Medical Center,10011532,27
HCO,Vanderbilt University Medical Center,10011973,27
HCO,Vanderbilt University Medical Center,10012008,27
HCO,Vanderbilt University Medical Center,10012078,27
HCO,Vanderbilt University Medical Center,10012512,27
HCO,Vanderbilt University Medical Center,10012645,27
HCO,Vanderbilt University Medical Center,10013009,27
HCO,Vanderbilt University Medical Center,10013016,27
HCO,Vanderbilt University Medical Center,10018432,27
